,Gene1,Gene2,Direction
358637,Solyc01g098725.1,Solyc05g009260.1,-
358638,Solyc01g098725.1,Solyc05g009330.3,-
358641,Solyc01g098725.1,Solyc05g012160.3,-
358643,Solyc01g098725.1,Solyc05g013190.3,-
358644,Solyc01g098725.1,Solyc05g013250.2,-
358646,Solyc01g098725.1,Solyc05g017840.3,-
358647,Solyc01g098725.1,Solyc05g017940.3,-
358648,Solyc01g098725.1,Solyc05g018730.3,-
358649,Solyc01g098725.1,Solyc05g023763.1,-
358651,Solyc01g098725.1,Solyc05g052990.3,-
358652,Solyc01g098725.1,Solyc05g053310.3,-
358653,Solyc01g098725.1,Solyc05g053870.3,-
358654,Solyc01g098725.1,Solyc05g054120.1,-
358655,Solyc01g098725.1,Solyc05g055170.3,-
358656,Solyc01g098725.1,Solyc05g056055.1,-
358657,Solyc01g098725.1,Solyc06g005250.3,-
358659,Solyc01g098725.1,Solyc06g008120.1,-
358661,Solyc01g098725.1,Solyc06g016790.2,-
358662,Solyc01g098725.1,Solyc06g018100.3,-
358664,Solyc01g098725.1,Solyc06g053700.1,-
358665,Solyc01g098725.1,Solyc06g054120.2,-
358667,Solyc01g098725.1,Solyc06g063230.3,-
358668,Solyc01g098725.1,Solyc06g064550.3,-
358672,Solyc01g098725.1,Solyc06g071390.3,-
358675,Solyc01g098725.1,Solyc06g075000.3,-
358676,Solyc01g098725.1,Solyc06g075180.1,-
358677,Solyc01g098725.1,Solyc06g076460.3,-
358679,Solyc01g098725.1,Solyc06g084621.1,-
358681,Solyc01g098725.1,Solyc07g006330.2,-
358682,Solyc01g098725.1,Solyc07g006580.3,-
358683,Solyc01g098725.1,Solyc07g006960.3,-
358684,Solyc01g098725.1,Solyc07g016170.3,-
358686,Solyc01g098725.1,Solyc07g019530.3,-
358687,Solyc01g098725.1,Solyc07g039505.1,-
358688,Solyc01g098725.1,Solyc07g039510.3,-
358689,Solyc01g098725.1,Solyc07g041490.2,-
358690,Solyc01g098725.1,Solyc07g042150.3,-
358691,Solyc01g098725.1,Solyc07g049165.1,-
358692,Solyc01g098725.1,Solyc07g053430.3,-
358693,Solyc01g098725.1,Solyc07g053710.3,-
358694,Solyc01g098725.1,Solyc07g054140.3,-
358696,Solyc01g098725.1,Solyc07g056330.3,-
358697,Solyc01g098725.1,Solyc07g061970.3,-
358698,Solyc01g098725.1,Solyc07g062300.3,-
358700,Solyc01g098725.1,Solyc08g005405.1,-
358701,Solyc01g098725.1,Solyc08g006890.3,-
358703,Solyc01g098725.1,Solyc08g013710.3,-
358704,Solyc01g098725.1,Solyc08g014600.3,-
358706,Solyc01g098725.1,Solyc08g061610.3,-
358707,Solyc01g098725.1,Solyc08g061635.1,-
358708,Solyc01g098725.1,Solyc08g065850.1,-
358709,Solyc01g098725.1,Solyc08g066330.2,-
358713,Solyc01g098725.1,Solyc08g076140.3,+
358714,Solyc01g098725.1,Solyc08g076530.3,-
358715,Solyc01g098725.1,Solyc08g077350.3,-
358716,Solyc01g098725.1,Solyc08g081160.3,-
358718,Solyc01g098725.1,Solyc08g082430.3,-
358719,Solyc01g098725.1,Solyc08g082710.3,-
358720,Solyc01g098725.1,Solyc08g082980.2,+
358723,Solyc01g098725.1,Solyc09g007530.3,+
358725,Solyc01g098725.1,Solyc09g009040.3,-
358726,Solyc01g098725.1,Solyc09g010670.3,-
358727,Solyc01g098725.1,Solyc09g011240.3,-
358728,Solyc01g098725.1,Solyc09g011730.3,-
358730,Solyc01g098725.1,Solyc09g018030.3,-
358731,Solyc01g098725.1,Solyc09g018510.3,-
358732,Solyc01g098725.1,Solyc09g018790.3,-
358733,Solyc01g098725.1,Solyc09g031910.2,-
358734,Solyc01g098725.1,Solyc09g072860.2,-
358736,Solyc01g098725.1,Solyc09g082780.3,-
358737,Solyc01g098725.1,Solyc09g090830.3,-
358738,Solyc01g098725.1,Solyc09g091420.3,-
358739,Solyc01g098725.1,Solyc09g097970.3,-
358740,Solyc01g098725.1,Solyc09g097980.3,-
358741,Solyc01g098725.1,Solyc10g006710.3,+
358742,Solyc01g098725.1,Solyc10g007780.2,-
358743,Solyc01g098725.1,Solyc10g008460.3,-
358744,Solyc01g098725.1,Solyc10g009090.3,-
358745,Solyc01g098725.1,Solyc10g017610.1,-
358747,Solyc01g098725.1,Solyc10g018350.2,-
358748,Solyc01g098725.1,Solyc10g045350.2,-
358749,Solyc01g098725.1,Solyc10g045457.1,-
358750,Solyc01g098725.1,Solyc10g046770.2,-
358751,Solyc01g098725.1,Solyc10g051350.2,-
358752,Solyc01g098725.1,Solyc10g061970.2,-
358753,Solyc01g098725.1,Solyc10g079550.2,-
358755,Solyc01g098725.1,Solyc10g080150.2,-
358756,Solyc01g098725.1,Solyc10g081010.2,-
358757,Solyc01g098725.1,Solyc10g081160.2,-
358759,Solyc01g098725.1,Solyc10g084340.2,-
358760,Solyc01g098725.1,Solyc10g084770.2,-
358762,Solyc01g098725.1,Solyc10g085320.2,-
358763,Solyc01g098725.1,Solyc10g085920.2,-
358764,Solyc01g098725.1,Solyc10g086480.2,-
358765,Solyc01g098725.1,Solyc11g005620.1,-
358767,Solyc01g098725.1,Solyc11g006930.2,-
358768,Solyc01g098725.1,Solyc11g007160.2,-
358771,Solyc01g098725.1,Solyc11g008270.2,-
358772,Solyc01g098725.1,Solyc11g011010.1,-
358773,Solyc01g098725.1,Solyc11g012050.1,-
358774,Solyc01g098725.1,Solyc11g012070.2,-
358775,Solyc01g098725.1,Solyc11g012090.2,-
358776,Solyc01g098725.1,Solyc11g012910.2,-
358777,Solyc01g098725.1,Solyc11g013130.2,-
358780,Solyc01g098725.1,Solyc11g018610.2,-
358782,Solyc01g098725.1,Solyc11g040150.2,-
358783,Solyc01g098725.1,Solyc11g042440.1,-
358784,Solyc01g098725.1,Solyc11g045030.2,-
358785,Solyc01g098725.1,Solyc11g065080.2,-
358788,Solyc01g098725.1,Solyc11g066470.1,-
358789,Solyc01g098725.1,Solyc11g071575.1,-
358790,Solyc01g098725.1,Solyc11g072510.2,-
358792,Solyc01g098725.1,Solyc11g073050.2,-
358793,Solyc01g098725.1,Solyc12g005050.2,-
358794,Solyc01g098725.1,Solyc12g005220.2,+
358795,Solyc01g098725.1,Solyc12g009790.2,-
358796,Solyc01g098725.1,Solyc12g011140.2,-
358797,Solyc01g098725.1,Solyc12g036250.2,-
358798,Solyc01g098725.1,Solyc12g042380.2,+
358799,Solyc01g098725.1,Solyc12g044380.2,-
358800,Solyc01g098725.1,Solyc12g044450.2,-
358802,Solyc01g098725.1,Solyc12g049370.2,-
358803,Solyc01g098725.1,Solyc12g049390.2,-
358804,Solyc01g098725.1,Solyc12g056220.2,-
358806,Solyc01g098725.1,Solyc12g056800.2,-
358808,Solyc01g098725.1,Solyc12g076320.2,-
358812,Solyc01g098725.1,Solyc12g094500.2,-
358813,Solyc01g098725.1,Solyc12g098370.2,-
358814,Solyc01g098725.1,Solyc12g098640.2,-
358825,Solyc01g098760.3,Solyc01g099920.3,-
358830,Solyc01g098760.3,Solyc01g103450.3,-
358835,Solyc01g098760.3,Solyc01g104220.3,-
358853,Solyc01g098760.3,Solyc01g110643.1,-
358855,Solyc01g098760.3,Solyc01g111250.3,-
358878,Solyc01g098760.3,Solyc02g067840.3,-
358901,Solyc01g098760.3,Solyc02g080130.3,-
358910,Solyc01g098760.3,Solyc02g087320.2,-
358921,Solyc01g098760.3,Solyc02g090043.1,-
358922,Solyc01g098760.3,Solyc02g090840.3,-
358928,Solyc01g098760.3,Solyc02g092880.3,-
358947,Solyc01g098760.3,Solyc03g033815.1,-
358952,Solyc01g098760.3,Solyc03g044430.3,-
358956,Solyc01g098760.3,Solyc03g051950.3,-
358977,Solyc01g098760.3,Solyc03g110930.3,-
358984,Solyc01g098760.3,Solyc03g112380.1,-
358988,Solyc01g098760.3,Solyc03g115490.1,-
359008,Solyc01g098760.3,Solyc04g007950.3,+
359026,Solyc01g098760.3,Solyc04g076420.3,-
359038,Solyc01g098760.3,Solyc04g082800.3,-
359046,Solyc01g098760.3,Solyc05g009920.3,-
359047,Solyc01g098760.3,Solyc05g012010.3,-
359062,Solyc01g098760.3,Solyc05g018150.3,-
359069,Solyc01g098760.3,Solyc05g053870.3,+
359072,Solyc01g098760.3,Solyc05g056000.3,-
359082,Solyc01g098760.3,Solyc06g009830.3,-
359083,Solyc01g098760.3,Solyc06g009840.3,-
359086,Solyc01g098760.3,Solyc06g030490.3,-
359107,Solyc01g098760.3,Solyc06g064890.3,-
359112,Solyc01g098760.3,Solyc06g068330.1,-
359123,Solyc01g098760.3,Solyc06g072980.3,-
359127,Solyc01g098760.3,Solyc06g082370.3,-
359139,Solyc01g098760.3,Solyc07g008350.3,-
359142,Solyc01g098760.3,Solyc07g022910.3,-
359148,Solyc01g098760.3,Solyc07g041780.3,-
359160,Solyc01g098760.3,Solyc07g055210.3,-
359216,Solyc01g098760.3,Solyc08g080120.3,-
359222,Solyc01g098760.3,Solyc08g082980.2,-
359229,Solyc01g098760.3,Solyc09g007530.3,-
359237,Solyc01g098760.3,Solyc09g015670.3,-
359260,Solyc01g098760.3,Solyc10g006710.3,-
359269,Solyc01g098760.3,Solyc10g038120.2,-
359306,Solyc01g098760.3,Solyc11g007170.2,-
359329,Solyc01g098760.3,Solyc11g039840.2,-
359343,Solyc01g098760.3,Solyc12g007130.2,-
359352,Solyc01g098760.3,Solyc12g014470.2,-
359360,Solyc01g098760.3,Solyc12g056030.2,-
359365,Solyc01g098760.3,Solyc12g087830.2,-
359385,Solyc01g098810.3,Solyc03g007310.3,+
359386,Solyc01g098810.3,Solyc03g007720.3,+
359388,Solyc01g098810.3,Solyc03g120175.1,+
359389,Solyc01g098810.3,Solyc04g005520.3,+
359394,Solyc01g098810.3,Solyc04g082780.3,-
359395,Solyc01g098810.3,Solyc04g082930.2,-
359397,Solyc01g098810.3,Solyc05g009920.3,-
359398,Solyc01g098810.3,Solyc05g013680.3,+
359399,Solyc01g098810.3,Solyc05g054350.3,-
359400,Solyc01g098810.3,Solyc05g056000.3,-
359401,Solyc01g098810.3,Solyc06g048410.3,-
359403,Solyc01g098810.3,Solyc06g073380.3,+
359404,Solyc01g098810.3,Solyc06g073920.3,-
359407,Solyc01g098810.3,Solyc07g065400.3,-
359408,Solyc01g098810.3,Solyc08g062610.3,-
359409,Solyc01g098810.3,Solyc08g066800.3,-
359410,Solyc01g098810.3,Solyc08g076480.3,-
359412,Solyc01g098810.3,Solyc09g015670.3,-
359416,Solyc01g098810.3,Solyc11g069380.2,-
359417,Solyc01g098810.3,Solyc11g073160.2,-
359420,Solyc01g098810.3,Solyc12g087830.2,-
359423,Solyc01g098870.3,Solyc01g099350.3,+
359432,Solyc01g098870.3,Solyc02g069020.3,-
359435,Solyc01g098870.3,Solyc02g077460.2,-
359441,Solyc01g098870.3,Solyc03g031790.1,+
359443,Solyc01g098870.3,Solyc03g034417.1,+
359453,Solyc01g098870.3,Solyc03g114810.3,+
359454,Solyc01g098870.3,Solyc03g120270.3,+
359463,Solyc01g098870.3,Solyc04g045340.3,+
359467,Solyc01g098870.3,Solyc04g074720.3,+
359469,Solyc01g098870.3,Solyc04g080980.2,+
359474,Solyc01g098870.3,Solyc05g015720.2,-
359481,Solyc01g098870.3,Solyc05g050600.3,+
359483,Solyc01g098870.3,Solyc05g056580.3,+
359486,Solyc01g098870.3,Solyc06g051310.3,+
359487,Solyc01g098870.3,Solyc06g051905.1,-
359492,Solyc01g098870.3,Solyc06g069330.3,+
359508,Solyc01g098870.3,Solyc07g056010.3,+
359521,Solyc01g098870.3,Solyc09g005810.3,+
359523,Solyc01g098870.3,Solyc09g009270.2,+
359528,Solyc01g098870.3,Solyc09g018955.1,+
359540,Solyc01g098870.3,Solyc09g075000.3,+
359542,Solyc01g098870.3,Solyc10g005520.3,+
359543,Solyc01g098870.3,Solyc10g006300.3,-
359548,Solyc01g098870.3,Solyc10g045180.1,-
359550,Solyc01g098870.3,Solyc10g081920.2,+
359552,Solyc01g098870.3,Solyc10g084060.2,-
359561,Solyc01g098870.3,Solyc11g022540.2,+
359565,Solyc01g098870.3,Solyc11g068640.2,+
359568,Solyc01g098870.3,Solyc12g006800.2,-
359571,Solyc01g098870.3,Solyc12g017370.2,-
359574,Solyc01g098870.3,Solyc12g038630.2,+
360423,Solyc01g098930.3,Solyc01g103860.3,-
360424,Solyc01g098930.3,Solyc01g104444.1,-
360428,Solyc01g098930.3,Solyc01g107560.3,+
360431,Solyc01g098930.3,Solyc02g063410.3,+
360432,Solyc01g098930.3,Solyc02g068160.1,+
360433,Solyc01g098930.3,Solyc02g077315.1,+
360435,Solyc01g098930.3,Solyc02g083990.3,+
360441,Solyc01g098930.3,Solyc02g089200.3,-
360442,Solyc01g098930.3,Solyc02g089205.1,-
360443,Solyc01g098930.3,Solyc02g089860.1,+
360444,Solyc01g098930.3,Solyc03g005120.3,+
360446,Solyc01g098930.3,Solyc03g059270.3,+
360447,Solyc01g098930.3,Solyc03g059390.3,+
360451,Solyc01g098930.3,Solyc03g112380.1,-
360452,Solyc01g098930.3,Solyc03g113180.3,+
360455,Solyc01g098930.3,Solyc04g009430.3,-
360458,Solyc01g098930.3,Solyc04g074870.3,+
360459,Solyc01g098930.3,Solyc04g076280.3,+
360460,Solyc01g098930.3,Solyc04g077010.3,+
360461,Solyc01g098930.3,Solyc04g080030.3,+
360462,Solyc01g098930.3,Solyc04g080460.3,+
360466,Solyc01g098930.3,Solyc05g015750.3,-
360467,Solyc01g098930.3,Solyc05g056000.3,-
360470,Solyc01g098930.3,Solyc06g048410.3,-
360472,Solyc01g098930.3,Solyc06g061250.2,+
360473,Solyc01g098930.3,Solyc06g073920.3,-
360474,Solyc01g098930.3,Solyc07g005540.1,+
360475,Solyc01g098930.3,Solyc07g041080.3,+
360479,Solyc01g098930.3,Solyc08g076480.3,-
360480,Solyc01g098930.3,Solyc08g077180.3,-
360482,Solyc01g098930.3,Solyc09g011640.4,+
360483,Solyc01g098930.3,Solyc09g015670.3,-
360484,Solyc01g098930.3,Solyc09g055900.3,+
360486,Solyc01g098930.3,Solyc10g005120.2,-
360488,Solyc01g098930.3,Solyc10g080910.1,+
360490,Solyc01g098930.3,Solyc11g012070.2,+
360494,Solyc01g098930.3,Solyc12g010060.2,+
360497,Solyc01g098930.3,Solyc12g042250.2,+
360498,Solyc01g098930.3,Solyc12g056460.2,+
360499,Solyc01g098930.3,Solyc12g087830.2,-
360500,Solyc01g098930.3,Solyc12g088880.2,+
364133,Solyc01g099320.3,Solyc01g105070.3,+
364134,Solyc01g099320.3,Solyc01g105460.3,-
364135,Solyc01g099320.3,Solyc01g105750.1,+
364136,Solyc01g099320.3,Solyc01g105960.2,+
364155,Solyc01g099320.3,Solyc02g032620.1,+
364156,Solyc01g099320.3,Solyc02g038760.3,-
364160,Solyc01g099320.3,Solyc02g067120.3,-
364161,Solyc01g099320.3,Solyc02g067430.3,+
364177,Solyc01g099320.3,Solyc02g072190.3,+
364178,Solyc01g099320.3,Solyc02g075625.1,+
364180,Solyc01g099320.3,Solyc02g077680.3,-
364191,Solyc01g099320.3,Solyc02g082170.2,+
364200,Solyc01g099320.3,Solyc02g090670.3,-
364202,Solyc01g099320.3,Solyc02g091030.3,-
364212,Solyc01g099320.3,Solyc03g005330.1,+
364213,Solyc01g099320.3,Solyc03g005640.1,+
364221,Solyc01g099320.3,Solyc03g007580.2,+
364224,Solyc01g099320.3,Solyc03g031450.3,+
364227,Solyc01g099320.3,Solyc03g032080.3,+
364234,Solyc01g099320.3,Solyc03g071850.1,+
364242,Solyc01g099320.3,Solyc03g083690.1,+
364243,Solyc01g099320.3,Solyc03g083847.1,+
364244,Solyc01g099320.3,Solyc03g093270.3,+
364250,Solyc01g099320.3,Solyc03g096430.1,+
364251,Solyc01g099320.3,Solyc03g097410.1,+
364257,Solyc01g099320.3,Solyc03g113580.1,+
364264,Solyc01g099320.3,Solyc03g114640.3,-
364270,Solyc01g099320.3,Solyc03g116120.2,+
364275,Solyc01g099320.3,Solyc03g118540.3,+
364278,Solyc01g099320.3,Solyc03g122320.1,+
364287,Solyc01g099320.3,Solyc04g008150.2,+
364291,Solyc01g099320.3,Solyc04g008710.3,-
364292,Solyc01g099320.3,Solyc04g009280.1,+
364294,Solyc01g099320.3,Solyc04g009430.3,-
364296,Solyc01g099320.3,Solyc04g009780.1,+
364299,Solyc01g099320.3,Solyc04g014540.2,+
364306,Solyc01g099320.3,Solyc04g016070.2,+
364314,Solyc01g099320.3,Solyc04g055130.1,+
364316,Solyc01g099320.3,Solyc04g055150.1,+
364318,Solyc01g099320.3,Solyc04g056440.2,+
364321,Solyc01g099320.3,Solyc04g071010.3,-
364323,Solyc01g099320.3,Solyc04g071360.3,-
364324,Solyc01g099320.3,Solyc04g071580.3,+
364326,Solyc01g099320.3,Solyc04g074170.2,+
364332,Solyc01g099320.3,Solyc04g077260.3,+
364340,Solyc01g099320.3,Solyc04g080250.3,+
364343,Solyc01g099320.3,Solyc04g082780.3,-
364344,Solyc01g099320.3,Solyc04g082860.2,+
364345,Solyc01g099320.3,Solyc04g082930.2,-
364349,Solyc01g099320.3,Solyc05g005840.3,+
364350,Solyc01g099320.3,Solyc05g005850.3,+
364351,Solyc01g099320.3,Solyc05g006310.2,+
364353,Solyc01g099320.3,Solyc05g007550.2,+
364359,Solyc01g099320.3,Solyc05g009320.3,+
364363,Solyc01g099320.3,Solyc05g011970.3,+
364373,Solyc01g099320.3,Solyc05g017950.3,-
364374,Solyc01g099320.3,Solyc05g018920.1,+
364379,Solyc01g099320.3,Solyc05g046000.3,+
364381,Solyc01g099320.3,Solyc05g050420.1,+
364386,Solyc01g099320.3,Solyc05g051220.3,+
364388,Solyc01g099320.3,Solyc05g051610.2,+
364394,Solyc01g099320.3,Solyc05g053190.3,-
364398,Solyc01g099320.3,Solyc05g054350.3,-
364400,Solyc01g099320.3,Solyc05g054795.1,+
364407,Solyc01g099320.3,Solyc06g005620.3,+
364420,Solyc01g099320.3,Solyc06g050140.1,+
364422,Solyc01g099320.3,Solyc06g051160.3,-
364425,Solyc01g099320.3,Solyc06g053920.3,-
364431,Solyc01g099320.3,Solyc06g060500.1,+
364439,Solyc01g099320.3,Solyc06g064970.3,+
364440,Solyc01g099320.3,Solyc06g064980.3,+
364442,Solyc01g099320.3,Solyc06g065010.3,+
364450,Solyc01g099320.3,Solyc06g067860.3,+
364452,Solyc01g099320.3,Solyc06g069045.1,+
364458,Solyc01g099320.3,Solyc06g071060.1,+
364461,Solyc01g099320.3,Solyc06g071790.3,-
364464,Solyc01g099320.3,Solyc06g072880.2,+
364465,Solyc01g099320.3,Solyc06g073165.1,+
364466,Solyc01g099320.3,Solyc06g073560.3,+
364467,Solyc01g099320.3,Solyc06g073585.1,+
364473,Solyc01g099320.3,Solyc06g075555.1,+
364477,Solyc01g099320.3,Solyc06g082730.2,+
364487,Solyc01g099320.3,Solyc07g006750.3,+
364499,Solyc01g099320.3,Solyc07g009435.1,+
364507,Solyc01g099320.3,Solyc07g042550.3,+
364508,Solyc01g099320.3,Solyc07g043150.1,+
364511,Solyc01g099320.3,Solyc07g045310.3,-
364520,Solyc01g099320.3,Solyc07g054130.2,+
364523,Solyc01g099320.3,Solyc07g055350.3,+
364527,Solyc01g099320.3,Solyc07g055625.1,+
364530,Solyc01g099320.3,Solyc07g056090.1,+
364533,Solyc01g099320.3,Solyc07g063810.2,+
364536,Solyc01g099320.3,Solyc07g065400.3,-
364537,Solyc01g099320.3,Solyc07g065660.3,+
364538,Solyc01g099320.3,Solyc07g066460.3,-
364549,Solyc01g099320.3,Solyc08g007560.2,+
364552,Solyc01g099320.3,Solyc08g008440.2,+
364554,Solyc01g099320.3,Solyc08g014050.2,+
364556,Solyc01g099320.3,Solyc08g014330.3,+
364559,Solyc01g099320.3,Solyc08g061060.2,+
364560,Solyc01g099320.3,Solyc08g061920.2,+
364561,Solyc01g099320.3,Solyc08g062570.1,+
364562,Solyc01g099320.3,Solyc08g062610.3,-
364566,Solyc01g099320.3,Solyc08g067700.1,+
364568,Solyc01g099320.3,Solyc08g068640.4,+
364574,Solyc01g099320.3,Solyc08g074270.3,-
364579,Solyc01g099320.3,Solyc08g077010.1,+
364582,Solyc01g099320.3,Solyc08g079720.3,+
364583,Solyc01g099320.3,Solyc08g079970.1,+
364585,Solyc01g099320.3,Solyc08g080550.1,-
364586,Solyc01g099320.3,Solyc08g081350.2,+
364590,Solyc01g099320.3,Solyc09g005210.3,+
364592,Solyc01g099320.3,Solyc09g007640.3,+
364595,Solyc01g099320.3,Solyc09g008920.3,-
364597,Solyc01g099320.3,Solyc09g009390.3,+
364598,Solyc01g099320.3,Solyc09g009520.3,+
364602,Solyc01g099320.3,Solyc09g011500.3,+
364603,Solyc01g099320.3,Solyc09g011510.2,+
364604,Solyc01g099320.3,Solyc09g011520.3,+
364606,Solyc01g099320.3,Solyc09g011570.3,+
364608,Solyc01g099320.3,Solyc09g011630.3,+
364609,Solyc01g099320.3,Solyc09g014710.3,+
364612,Solyc01g099320.3,Solyc09g015440.1,+
364614,Solyc01g099320.3,Solyc09g031820.1,+
364617,Solyc01g099320.3,Solyc09g061390.1,+
364623,Solyc01g099320.3,Solyc09g065920.3,-
364624,Solyc01g099320.3,Solyc09g066250.1,+
364626,Solyc01g099320.3,Solyc09g066270.3,+
364627,Solyc01g099320.3,Solyc09g066310.3,+
364635,Solyc01g099320.3,Solyc09g082480.2,+
364642,Solyc01g099320.3,Solyc09g089790.3,+
364647,Solyc01g099320.3,Solyc09g090790.3,+
364651,Solyc01g099320.3,Solyc09g091840.3,+
364654,Solyc01g099320.3,Solyc09g097960.3,+
364655,Solyc01g099320.3,Solyc09g097965.1,+
364657,Solyc01g099320.3,Solyc09g098040.3,-
364660,Solyc01g099320.3,Solyc09g098590.3,-
364664,Solyc01g099320.3,Solyc10g005380.3,+
364667,Solyc01g099320.3,Solyc10g006720.3,+
364672,Solyc01g099320.3,Solyc10g009483.1,+
364674,Solyc01g099320.3,Solyc10g017510.3,+
364688,Solyc01g099320.3,Solyc10g076240.2,+
364692,Solyc01g099320.3,Solyc10g076940.2,+
364695,Solyc01g099320.3,Solyc10g080130.2,+
364696,Solyc01g099320.3,Solyc10g080250.1,+
364700,Solyc01g099320.3,Solyc10g080560.2,+
364704,Solyc01g099320.3,Solyc10g081790.1,+
364709,Solyc01g099320.3,Solyc10g083830.2,+
364712,Solyc01g099320.3,Solyc10g084910.2,+
364713,Solyc01g099320.3,Solyc10g086100.2,+
364718,Solyc01g099320.3,Solyc11g005860.2,+
364719,Solyc01g099320.3,Solyc11g006090.2,+
364727,Solyc01g099320.3,Solyc11g008560.2,+
364731,Solyc01g099320.3,Solyc11g010790.1,+
364732,Solyc01g099320.3,Solyc11g011330.2,+
364734,Solyc01g099320.3,Solyc11g011750.1,+
364735,Solyc01g099320.3,Solyc11g011840.2,-
364741,Solyc01g099320.3,Solyc11g021140.1,+
364742,Solyc01g099320.3,Solyc11g044540.2,-
364743,Solyc01g099320.3,Solyc11g045410.1,+
364752,Solyc01g099320.3,Solyc11g069380.2,-
364756,Solyc01g099320.3,Solyc11g073160.2,-
364762,Solyc01g099320.3,Solyc12g006110.2,+
364763,Solyc01g099320.3,Solyc12g006560.2,+
364772,Solyc01g099320.3,Solyc12g010380.2,-
364776,Solyc01g099320.3,Solyc12g017400.2,+
364781,Solyc01g099320.3,Solyc12g036550.2,+
364783,Solyc01g099320.3,Solyc12g039080.2,-
364784,Solyc01g099320.3,Solyc12g042980.2,+
364786,Solyc01g099320.3,Solyc12g049320.2,+
364788,Solyc01g099320.3,Solyc12g055680.1,+
364790,Solyc01g099320.3,Solyc12g056050.1,+
364791,Solyc01g099320.3,Solyc12g056730.1,+
364795,Solyc01g099320.3,Solyc12g062810.1,+
364797,Solyc01g099320.3,Solyc12g070270.2,-
364798,Solyc01g099320.3,Solyc12g087810.2,-
364799,Solyc01g099320.3,Solyc12g087830.2,-
364801,Solyc01g099320.3,Solyc12g088350.2,+
364803,Solyc01g099320.3,Solyc12g096480.1,+
365454,Solyc01g099350.3,Solyc01g109540.3,+
365456,Solyc01g099350.3,Solyc02g072300.3,+
365460,Solyc01g099350.3,Solyc03g114810.3,+
365461,Solyc01g099350.3,Solyc03g120270.3,+
365462,Solyc01g099350.3,Solyc04g007550.3,+
365464,Solyc01g099350.3,Solyc04g074720.3,+
365467,Solyc01g099350.3,Solyc05g010160.3,+
365468,Solyc01g099350.3,Solyc05g015220.3,+
365471,Solyc01g099350.3,Solyc05g056570.3,+
365472,Solyc01g099350.3,Solyc05g056580.3,+
365473,Solyc01g099350.3,Solyc06g007200.3,+
365474,Solyc01g099350.3,Solyc06g051310.3,+
365477,Solyc01g099350.3,Solyc07g041200.3,+
365482,Solyc01g099350.3,Solyc09g009270.2,+
365484,Solyc01g099350.3,Solyc09g018955.1,+
365491,Solyc01g099350.3,Solyc09g098240.3,+
365501,Solyc01g099350.3,Solyc11g068640.2,+
368726,Solyc01g099450.3,Solyc02g031790.2,-
368727,Solyc01g099450.3,Solyc03g058340.3,-
368728,Solyc01g099450.3,Solyc03g096840.3,-
368729,Solyc01g099450.3,Solyc04g079720.3,-
368730,Solyc01g099450.3,Solyc05g025905.1,-
368731,Solyc01g099450.3,Solyc05g050920.3,-
368732,Solyc01g099450.3,Solyc06g008120.1,-
368733,Solyc01g099450.3,Solyc06g084621.1,-
368734,Solyc01g099450.3,Solyc07g005120.3,-
368735,Solyc01g099450.3,Solyc09g090050.3,-
368736,Solyc01g099450.3,Solyc10g047960.2,-
368737,Solyc01g099450.3,Solyc10g079990.2,-
368738,Solyc01g099450.3,Solyc10g081110.2,-
368739,Solyc01g099450.3,Solyc10g081310.2,-
368740,Solyc01g099450.3,Solyc11g013130.2,-
368741,Solyc01g099450.3,Solyc12g055850.2,-
370527,Solyc01g099700.3,Solyc01g106370.3,+
370528,Solyc01g099700.3,Solyc01g108170.3,-
370530,Solyc01g099700.3,Solyc01g109410.3,+
370532,Solyc01g099700.3,Solyc02g063410.3,-
370533,Solyc01g099700.3,Solyc02g069020.3,-
370535,Solyc01g099700.3,Solyc02g069350.3,-
370536,Solyc01g099700.3,Solyc02g070030.3,-
370537,Solyc01g099700.3,Solyc02g070820.1,-
370538,Solyc01g099700.3,Solyc02g080800.3,+
370540,Solyc01g099700.3,Solyc02g083340.3,-
370543,Solyc01g099700.3,Solyc02g089860.1,-
370544,Solyc01g099700.3,Solyc02g090450.3,-
370545,Solyc01g099700.3,Solyc03g019900.3,+
370548,Solyc01g099700.3,Solyc03g059390.3,-
370549,Solyc01g099700.3,Solyc03g093800.1,-
370550,Solyc01g099700.3,Solyc03g096350.3,-
370551,Solyc01g099700.3,Solyc03g097920.1,-
370553,Solyc01g099700.3,Solyc03g114940.3,-
370554,Solyc01g099700.3,Solyc03g116810.3,+
370555,Solyc01g099700.3,Solyc03g118670.3,+
370556,Solyc01g099700.3,Solyc03g118880.3,-
370557,Solyc01g099700.3,Solyc03g119630.3,-
370558,Solyc01g099700.3,Solyc03g120450.3,-
370559,Solyc01g099700.3,Solyc03g121560.3,-
370560,Solyc01g099700.3,Solyc04g010140.1,-
370563,Solyc01g099700.3,Solyc04g076280.3,-
370566,Solyc01g099700.3,Solyc05g013560.3,-
370567,Solyc01g099700.3,Solyc05g015720.2,-
370568,Solyc01g099700.3,Solyc05g032760.3,-
370569,Solyc01g099700.3,Solyc05g042055.1,+
370571,Solyc01g099700.3,Solyc05g054120.1,-
370573,Solyc01g099700.3,Solyc05g056370.3,-
370574,Solyc01g099700.3,Solyc06g005755.1,-
370576,Solyc01g099700.3,Solyc06g017850.1,-
370577,Solyc01g099700.3,Solyc06g051905.1,-
