,Gene,Metabolite,Direction
31,Solyc00g005050.3,pme0330,+
32,Solyc00g007220.3,pme0330,+
35,Solyc00g215560.2,pme0330,+
36,Solyc01g005140.3,pme0330,+
39,Solyc01g006010.3,pme0330,+
40,Solyc01g006230.3,pme0330,+
42,Solyc01g007760.3,pme0330,+
44,Solyc01g008320.3,pme0330,+
45,Solyc01g008493.1,pme0330,+
47,Solyc01g009180.3,pme0330,+
48,Solyc01g009390.3,pme0330,+
49,Solyc01g010870.3,pme0330,+
52,Solyc01g014245.1,pme0330,+
53,Solyc01g014250.2,pme0330,+
54,Solyc01g021670.3,pme0330,+
56,Solyc01g058230.1,pme0330,+
57,Solyc01g058240.1,pme0330,+
59,Solyc01g065720.3,pme0330,+
61,Solyc01g068500.3,pme0330,+
62,Solyc01g079840.3,pme0330,+
63,Solyc01g079860.3,pme0330,+
64,Solyc01g080690.3,pme0330,+
65,Solyc01g081060.3,pme0330,+
66,Solyc01g081070.3,pme0330,+
67,Solyc01g086970.3,pme0330,+
71,Solyc01g087260.3,pme0330,+
72,Solyc01g087720.3,pme0330,+
74,Solyc01g087950.3,pme0330,+
75,Solyc01g090550.3,pme0330,+
76,Solyc01g090590.3,pme0330,+
77,Solyc01g091705.1,pme0330,+
78,Solyc01g091715.1,pme0330,+
80,Solyc01g094930.3,pme0330,+
82,Solyc01g095305.1,pme0330,+
83,Solyc01g095320.3,pme0330,+
84,Solyc01g095330.2,pme0330,+
87,Solyc01g095900.3,pme0330,+
88,Solyc01g095930.3,pme0330,+
89,Solyc01g096010.3,pme0330,+
90,Solyc01g096270.3,pme0330,+
92,Solyc01g096620.3,pme0330,+
93,Solyc01g097540.3,pme0330,+
94,Solyc01g098725.1,pme0330,+
96,Solyc01g099100.3,pme0330,+
97,Solyc01g099150.4,pme0330,+
98,Solyc01g099160.3,pme0330,+
99,Solyc01g099415.1,pme0330,+
100,Solyc01g099420.2,pme0330,+
101,Solyc01g099430.3,pme0330,+
102,Solyc01g099440.3,pme0330,+
103,Solyc01g099600.3,pme0330,+
104,Solyc01g099690.3,pme0330,+
105,Solyc01g099800.3,pme0330,+
106,Solyc01g099810.3,pme0330,+
108,Solyc01g100630.2,pme0330,+
109,Solyc01g100640.3,pme0330,+
112,Solyc01g103440.3,pme0330,+
113,Solyc01g103990.3,pme0330,+
114,Solyc01g104060.3,pme0330,+
115,Solyc01g104130.3,pme0330,+
116,Solyc01g104350.3,pme0330,+
117,Solyc01g104413.1,pme0330,+
118,Solyc01g104446.1,pme0330,+
119,Solyc01g104660.3,pme0330,+
120,Solyc01g105340.3,pme0330,+
122,Solyc01g107010.3,pme0330,+
123,Solyc01g107360.3,pme0330,+
124,Solyc01g107830.3,pme0330,+
125,Solyc01g108010.3,pme0330,+
126,Solyc01g108040.1,pme0330,+
127,Solyc01g108730.2,pme0330,+
128,Solyc01g109300.3,pme0330,+
129,Solyc01g109520.3,pme0330,+
130,Solyc01g109780.3,pme0330,+
131,Solyc01g110510.3,pme0330,+
132,Solyc01g111040.3,pme0330,+
136,Solyc01g112130.3,pme0330,+
137,Solyc02g021680.3,pme0330,+
140,Solyc02g030450.3,pme0330,+
142,Solyc02g031940.2,pme0330,+
143,Solyc02g031975.1,pme0330,+
144,Solyc02g031980.3,pme0330,+
145,Solyc02g061960.3,pme0330,+
146,Solyc02g062390.3,pme0330,+
147,Solyc02g062460.3,pme0330,+
148,Solyc02g062463.1,pme0330,+
149,Solyc02g062710.1,pme0330,+
150,Solyc02g063490.3,pme0330,+
153,Solyc02g067130.1,pme0330,+
154,Solyc02g067620.2,pme0330,+
155,Solyc02g068100.3,pme0330,+
156,Solyc02g068480.3,pme0330,+
157,Solyc02g068590.3,pme0330,+
158,Solyc02g069120.3,pme0330,+
160,Solyc02g070240.3,pme0330,+
161,Solyc02g070390.3,pme0330,+
162,Solyc02g070487.1,pme0330,+
163,Solyc02g070520.3,pme0330,+
165,Solyc02g071320.3,pme0330,+
166,Solyc02g071770.3,pme0330,+
167,Solyc02g077240.3,pme0330,+
172,Solyc02g077900.3,pme0330,+
173,Solyc02g077920.3,pme0330,+
174,Solyc02g077930.2,pme0330,+
175,Solyc02g077940.1,pme0330,+
179,Solyc02g078840.3,pme0330,+
180,Solyc02g078940.3,pme0330,+
182,Solyc02g080060.1,pme0330,+
183,Solyc02g080270.3,pme0330,+
186,Solyc02g080970.3,pme0330,+
187,Solyc02g082720.3,pme0330,+
188,Solyc02g082770.3,pme0330,+
190,Solyc02g084420.3,pme0330,+
192,Solyc02g085350.3,pme0330,+
194,Solyc02g086670.3,pme0330,+
197,Solyc02g087315.1,pme0330,+
198,Solyc02g087425.1,pme0330,+
199,Solyc02g088040.1,pme0330,+
200,Solyc02g088940.3,pme0330,+
201,Solyc02g088950.2,pme0330,+
202,Solyc02g088980.2,pme0330,+
203,Solyc02g088983.1,pme0330,+
204,Solyc02g089495.1,pme0330,+
205,Solyc02g089510.3,pme0330,+
206,Solyc02g089515.1,pme0330,+
208,Solyc02g090840.3,pme0330,+
209,Solyc02g091330.3,pme0330,+
213,Solyc02g092145.1,pme0330,+
214,Solyc02g092620.3,pme0330,+
215,Solyc02g092630.2,pme0330,+
216,Solyc02g092860.3,pme0330,+
217,Solyc02g093010.3,pme0330,+
220,Solyc02g093820.3,pme0330,+
221,Solyc02g094120.3,pme0330,+
224,Solyc02g094510.3,pme0330,+
225,Solyc03g005080.3,pme0330,+
226,Solyc03g006140.3,pme0330,+
227,Solyc03g006960.3,pme0330,+
228,Solyc03g007230.3,pme0330,+
229,Solyc03g007430.3,pme0330,+
232,Solyc03g025720.3,pme0330,+
233,Solyc03g025970.3,pme0330,+
236,Solyc03g026310.3,pme0330,+
238,Solyc03g034140.3,pme0330,+
239,Solyc03g043850.3,pme0330,+
241,Solyc03g044300.3,pme0330,+
242,Solyc03g044430.3,pme0330,+
243,Solyc03g045110.3,pme0330,+
246,Solyc03g063110.3,pme0330,+
247,Solyc03g063340.3,pme0330,+
248,Solyc03g063600.4,pme0330,+
250,Solyc03g063750.3,pme0330,+
251,Solyc03g082725.1,pme0330,+
252,Solyc03g083310.3,pme0330,+
253,Solyc03g083450.1,pme0330,+
254,Solyc03g083615.1,pme0330,+
255,Solyc03g093750.2,pme0330,+
257,Solyc03g096990.3,pme0330,+
258,Solyc03g097120.3,pme0330,+
259,Solyc03g097310.3,pme0330,+
261,Solyc03g098240.3,pme0330,+
262,Solyc03g098560.2,pme0330,+
263,Solyc03g098570.1,pme0330,+
264,Solyc03g110930.3,pme0330,+
265,Solyc03g111050.3,pme0330,+
266,Solyc03g111420.2,pme0330,+
267,Solyc03g111590.3,pme0330,+
269,Solyc03g111973.1,pme0330,+
270,Solyc03g112280.3,pme0330,+
271,Solyc03g112565.1,pme0330,+
274,Solyc03g113370.3,pme0330,+
275,Solyc03g113630.3,pme0330,+
279,Solyc03g114460.3,pme0330,+
283,Solyc03g115510.2,pme0330,+
284,Solyc03g116110.3,pme0330,+
285,Solyc03g116930.3,pme0330,+
286,Solyc03g116935.1,pme0330,+
287,Solyc03g117190.1,pme0330,+
289,Solyc03g117430.3,pme0330,+
292,Solyc03g118340.3,pme0330,+
293,Solyc03g118570.3,pme0330,+
294,Solyc03g118990.2,pme0330,+
297,Solyc03g120980.3,pme0330,+
299,Solyc03g121540.3,pme0330,+
302,Solyc03g121840.3,pme0330,+
303,Solyc03g123600.3,pme0330,+
306,Solyc04g005630.3,pme0330,+
308,Solyc04g007560.3,pme0330,+
313,Solyc04g010110.3,pme0330,+
315,Solyc04g010280.2,pme0330,+
316,Solyc04g011430.3,pme0330,+
317,Solyc04g011530.3,pme0330,+
318,Solyc04g015100.3,pme0330,+
319,Solyc04g015200.3,pme0330,+
321,Solyc04g053130.3,pme0330,+
324,Solyc04g056650.3,pme0330,+
325,Solyc04g057890.3,pme0330,+
327,Solyc04g064850.3,pme0330,+
328,Solyc04g071150.3,pme0330,+
331,Solyc04g072400.3,pme0330,+
334,Solyc04g074190.3,pme0330,+
335,Solyc04g074850.3,pme0330,+
336,Solyc04g076020.3,pme0330,+
337,Solyc04g076220.3,pme0330,+
339,Solyc04g076420.3,pme0330,+
340,Solyc04g076690.3,pme0330,+
341,Solyc04g076880.3,pme0330,+
342,Solyc04g077640.3,pme0330,+
343,Solyc04g077745.1,pme0330,+
347,Solyc04g079350.1,pme0330,+
349,Solyc04g080240.3,pme0330,+
352,Solyc04g081740.3,pme0330,+
353,Solyc04g081750.3,pme0330,+
354,Solyc04g081900.3,pme0330,+
355,Solyc04g082400.3,pme0330,+
356,Solyc04g082420.3,pme0330,+
357,Solyc04g083010.3,pme0330,+
358,Solyc05g006400.2,pme0330,+
359,Solyc05g007270.3,pme0330,+
361,Solyc05g008200.3,pme0330,+
362,Solyc05g008920.3,pme0330,+
365,Solyc05g009875.1,pme0330,+
367,Solyc05g012020.3,pme0330,+
368,Solyc05g012100.3,pme0330,+
371,Solyc05g012690.3,pme0330,+
372,Solyc05g013040.3,pme0330,+
375,Solyc05g015370.2,pme0330,+
376,Solyc05g015410.3,pme0330,+
377,Solyc05g015460.3,pme0330,+
378,Solyc05g015520.3,pme0330,+
381,Solyc05g018130.3,pme0330,+
382,Solyc05g018810.3,pme0330,+
384,Solyc05g023830.1,pme0330,+
386,Solyc05g041200.3,pme0330,+
388,Solyc05g043430.3,pme0330,+
393,Solyc05g052260.3,pme0330,+
398,Solyc05g054080.3,pme0330,+
401,Solyc05g054670.3,pme0330,+
404,Solyc05g056490.3,pme0330,+
407,Solyc06g005490.3,pme0330,+
408,Solyc06g005670.3,pme0330,+
411,Solyc06g008050.3,pme0330,+
413,Solyc06g008230.3,pme0330,+
414,Solyc06g008350.3,pme0330,+
415,Solyc06g008420.2,pme0330,+
416,Solyc06g009830.3,pme0330,+
417,Solyc06g011270.1,pme0330,+
418,Solyc06g011370.3,pme0330,+
422,Solyc06g035480.3,pme0330,+
423,Solyc06g036130.3,pme0330,+
425,Solyc06g036520.1,pme0330,+
426,Solyc06g036540.1,pme0330,+
427,Solyc06g048540.3,pme0330,+
428,Solyc06g050520.2,pme0330,+
430,Solyc06g051330.1,pme0330,+
431,Solyc06g051560.3,pme0330,+
432,Solyc06g051860.3,pme0330,+
433,Solyc06g053860.3,pme0330,+
434,Solyc06g053950.2,pme0330,+
435,Solyc06g053960.3,pme0330,+
437,Solyc06g059720.3,pme0330,+
439,Solyc06g060260.3,pme0330,+
440,Solyc06g060940.2,pme0330,+
442,Solyc06g063010.3,pme0330,+
443,Solyc06g063015.1,pme0330,+
446,Solyc06g065040.3,pme0330,+
447,Solyc06g066330.3,pme0330,+
449,Solyc06g069210.3,pme0330,+
450,Solyc06g069430.3,pme0330,+
451,Solyc06g069440.3,pme0330,+
452,Solyc06g071010.3,pme0330,+
453,Solyc06g071200.3,pme0330,+
454,Solyc06g071210.3,pme0330,+
455,Solyc06g071420.3,pme0330,+
457,Solyc06g071770.3,pme0330,+
459,Solyc06g072750.3,pme0330,+
460,Solyc06g072790.3,pme0330,+
462,Solyc06g074940.3,pme0330,+
464,Solyc06g075720.2,pme0330,+
465,Solyc06g076265.1,pme0330,+
466,Solyc06g076270.3,pme0330,+
467,Solyc06g076410.3,pme0330,+
468,Solyc06g082200.3,pme0330,+
469,Solyc06g082640.3,pme0330,+
470,Solyc06g082660.3,pme0330,+
471,Solyc06g082710.3,pme0330,+
473,Solyc06g083350.3,pme0330,+
476,Solyc07g005480.3,pme0330,+
477,Solyc07g005490.3,pme0330,+
478,Solyc07g005500.2,pme0330,+
479,Solyc07g005760.3,pme0330,+
480,Solyc07g005765.1,pme0330,+
485,Solyc07g007390.3,pme0330,+
491,Solyc07g017610.3,pme0330,+
492,Solyc07g018390.2,pme0330,+
495,Solyc07g026930.2,pme0330,+
496,Solyc07g026960.3,pme0330,+
497,Solyc07g037910.2,pme0330,+
498,Solyc07g039330.3,pme0330,+
502,Solyc07g041195.1,pme0330,+
504,Solyc07g042500.3,pme0330,+
505,Solyc07g045090.3,pme0330,+
506,Solyc07g045140.3,pme0330,+
507,Solyc07g045145.1,pme0330,+
509,Solyc07g049700.1,pme0330,+
510,Solyc07g051950.3,pme0330,+
512,Solyc07g052690.3,pme0330,+
515,Solyc07g053830.3,pme0330,+
518,Solyc07g054440.3,pme0330,+
521,Solyc07g055145.1,pme0330,+
524,Solyc07g062060.3,pme0330,+
525,Solyc07g062740.3,pme0330,+
526,Solyc07g062860.3,pme0330,+
528,Solyc07g063120.3,pme0330,+
529,Solyc07g063160.2,pme0330,+
532,Solyc07g064060.3,pme0330,+
533,Solyc07g064140.1,pme0330,+
535,Solyc07g064420.3,pme0330,+
536,Solyc07g065290.3,pme0330,+
538,Solyc07g065760.2,pme0330,+
539,Solyc07g065810.2,pme0330,+
540,Solyc07g065980.3,pme0330,+
542,Solyc07g066580.3,pme0330,+
543,Solyc07g066675.1,pme0330,+
546,Solyc08g006510.3,pme0330,+
547,Solyc08g006650.3,pme0330,+
550,Solyc08g007860.3,pme0330,+
551,Solyc08g007890.3,pme0330,+
553,Solyc08g014130.3,pme0330,+
555,Solyc08g028970.3,pme0330,+
557,Solyc08g048250.3,pme0330,+
558,Solyc08g048450.3,pme0330,+
563,Solyc08g061890.3,pme0330,+
565,Solyc08g062820.3,pme0330,+
568,Solyc08g066370.2,pme0330,+
569,Solyc08g066680.3,pme0330,+
570,Solyc08g066690.3,pme0330,+
571,Solyc08g066700.3,pme0330,+
573,Solyc08g068330.3,pme0330,+
574,Solyc08g069060.3,pme0330,+
575,Solyc08g069160.3,pme0330,+
577,Solyc08g074290.3,pme0330,+
578,Solyc08g074720.2,pme0330,+
579,Solyc08g074870.2,pme0330,+
580,Solyc08g075017.1,pme0330,+
581,Solyc08g075300.3,pme0330,+
586,Solyc08g076990.3,pme0330,+
590,Solyc08g078430.3,pme0330,+
591,Solyc08g079500.3,pme0330,+
592,Solyc08g080410.3,pme0330,+
593,Solyc08g080640.2,pme0330,+
594,Solyc08g081010.3,pme0330,+
596,Solyc08g081280.3,pme0330,+
597,Solyc08g081340.3,pme0330,+
598,Solyc08g081890.3,pme0330,+
599,Solyc08g081900.3,pme0330,+
600,Solyc08g082300.3,pme0330,+
603,Solyc08g082980.2,pme0330,+
604,Solyc09g005100.3,pme0330,+
605,Solyc09g005580.3,pme0330,+
606,Solyc09g005600.3,pme0330,+
607,Solyc09g005910.3,pme0330,+
608,Solyc09g007220.1,pme0330,+
609,Solyc09g007270.3,pme0330,+
611,Solyc09g007310.3,pme0330,+
612,Solyc09g007535.1,pme0330,+
613,Solyc09g008770.3,pme0330,+
616,Solyc09g009760.1,pme0330,+
619,Solyc09g010830.3,pme0330,+
621,Solyc09g011470.3,pme0330,+
622,Solyc09g014450.3,pme0330,+
627,Solyc09g055320.1,pme0330,+
628,Solyc09g065860.3,pme0330,+
630,Solyc09g066060.2,pme0330,+
631,Solyc09g066070.3,pme0330,+
632,Solyc09g066150.1,pme0330,+
633,Solyc09g066290.3,pme0330,+
635,Solyc09g072873.1,pme0330,+
637,Solyc09g074660.3,pme0330,+
639,Solyc09g075440.3,pme0330,+
640,Solyc09g075445.1,pme0330,+
641,Solyc09g075795.1,pme0330,+
642,Solyc09g075800.3,pme0330,+
645,Solyc09g082970.3,pme0330,+
647,Solyc09g089660.3,pme0330,+
649,Solyc09g091050.3,pme0330,+
651,Solyc09g091440.3,pme0330,+
652,Solyc09g091580.3,pme0330,+
653,Solyc09g091750.3,pme0330,+
654,Solyc09g091790.3,pme0330,+
657,Solyc09g098080.3,pme0330,+
658,Solyc09g098220.3,pme0330,+
659,Solyc10g005650.3,pme0330,+
660,Solyc10g006960.2,pme0330,+
661,Solyc10g007100.3,pme0330,+
662,Solyc10g007310.1,pme0330,+
664,Solyc10g007880.3,pme0330,+
666,Solyc10g008630.3,pme0330,+
669,Solyc10g018130.1,pme0330,+
670,Solyc10g018140.2,pme0330,+
674,Solyc10g045540.2,pme0330,+
679,Solyc10g074730.3,pme0330,+
680,Solyc10g074960.2,pme0330,+
681,Solyc10g078860.2,pme0330,+
682,Solyc10g079050.2,pme0330,+
683,Solyc10g079580.2,pme0330,+
686,Solyc10g080710.2,pme0330,+
691,Solyc10g081540.2,pme0330,+
692,Solyc10g081650.2,pme0330,+
693,Solyc10g081900.2,pme0330,+
695,Solyc10g083400.1,pme0330,+
699,Solyc10g084930.2,pme0330,+
700,Solyc10g085060.2,pme0330,+
701,Solyc10g085270.1,pme0330,+
703,Solyc10g085830.2,pme0330,+
707,Solyc10g086550.2,pme0330,+
709,Solyc11g005570.2,pme0330,+
711,Solyc11g006130.2,pme0330,+
712,Solyc11g006370.2,pme0330,+
713,Solyc11g006750.1,pme0330,+
715,Solyc11g007070.2,pme0330,+
716,Solyc11g007080.1,pme0330,+
717,Solyc11g007120.2,pme0330,+
719,Solyc11g007170.2,pme0330,+
720,Solyc11g007780.2,pme0330,+
721,Solyc11g007850.2,pme0330,+
723,Solyc11g008380.2,pme0330,+
724,Solyc11g008570.2,pme0330,+
726,Solyc11g010310.2,pme0330,+
729,Solyc11g010710.2,pme0330,+
730,Solyc11g011300.2,pme0330,+
731,Solyc11g011420.2,pme0330,+
735,Solyc11g012150.2,pme0330,+
736,Solyc11g012700.2,pme0330,+
738,Solyc11g013370.2,pme0330,+
739,Solyc11g013480.2,pme0330,+
740,Solyc11g013820.2,pme0330,+
741,Solyc11g013830.2,pme0330,+
743,Solyc11g020040.2,pme0330,+
744,Solyc11g020300.2,pme0330,+
745,Solyc11g022460.2,pme0330,+
746,Solyc11g022530.2,pme0330,+
748,Solyc11g028010.2,pme0330,+
750,Solyc11g040390.2,pme0330,+
752,Solyc11g044320.2,pme0330,+
755,Solyc11g064957.1,pme0330,+
757,Solyc11g065920.2,pme0330,+
759,Solyc11g067070.1,pme0330,+
760,Solyc11g067075.1,pme0330,+
761,Solyc11g067255.1,pme0330,+
769,Solyc11g072540.2,pme0330,+
770,Solyc11g072890.1,pme0330,+
773,Solyc11g073140.2,pme0330,+
778,Solyc12g007180.2,pme0330,+
779,Solyc12g008430.2,pme0330,+
783,Solyc12g010110.2,pme0330,+
784,Solyc12g010115.1,pme0330,+
785,Solyc12g010830.2,pme0330,+
786,Solyc12g011180.2,pme0330,+
787,Solyc12g011420.2,pme0330,+
788,Solyc12g011430.2,pme0330,+
789,Solyc12g014380.2,pme0330,+
790,Solyc12g017280.2,pme0330,+
791,Solyc12g018990.2,pme0330,+
792,Solyc12g019860.2,pme0330,+
794,Solyc12g021317.1,pme0330,+
795,Solyc12g035240.2,pme0330,+
797,Solyc12g037970.2,pme0330,+
798,Solyc12g042060.2,pme0330,+
802,Solyc12g049270.2,pme0330,+
805,Solyc12g056100.2,pme0330,+
807,Solyc12g056630.2,pme0330,+
809,Solyc12g056940.2,pme0330,+
810,Solyc12g062860.2,pme0330,+
813,Solyc12g089000.2,pme0330,+
814,Solyc12g089240.2,pme0330,+
815,Solyc12g089340.2,pme0330,+
817,Solyc12g095840.2,pme0330,+
818,Solyc12g096070.2,pme0330,+
821,Solyc12g098830.2,pme0330,+
822,Solyc12g099110.2,pme0330,+
823,Solyc12g099340.2,pme0330,+
824,Solyc12g099345.1,pme0330,+
825,Solyc12g099360.2,pme0330,+
826,Solyc12g099440.2,pme0330,+
827,Solyc12g099760.2,pme0330,+
831,Solyc00g215560.2,pme0371,+
832,Solyc01g005140.3,pme0371,+
835,Solyc01g007760.3,pme0371,+
837,Solyc01g009180.3,pme0371,+
838,Solyc01g010870.3,pme0371,+
839,Solyc01g014245.1,pme0371,+
840,Solyc01g014250.2,pme0371,+
842,Solyc01g058230.1,pme0371,+
843,Solyc01g058240.1,pme0371,+
845,Solyc01g065720.3,pme0371,+
846,Solyc01g068500.3,pme0371,+
847,Solyc01g079860.3,pme0371,+
848,Solyc01g081060.3,pme0371,+
851,Solyc01g095305.1,pme0371,+
852,Solyc01g095320.3,pme0371,+
853,Solyc01g095330.2,pme0371,+
854,Solyc01g095900.3,pme0371,+
855,Solyc01g095930.3,pme0371,+
856,Solyc01g096010.3,pme0371,+
857,Solyc01g096620.3,pme0371,+
858,Solyc01g097540.3,pme0371,+
860,Solyc01g099100.3,pme0371,+
861,Solyc01g099150.4,pme0371,+
862,Solyc01g099160.3,pme0371,+
863,Solyc01g099415.1,pme0371,+
864,Solyc01g099420.2,pme0371,+
865,Solyc01g099430.3,pme0371,+
866,Solyc01g099440.3,pme0371,+
867,Solyc01g099690.3,pme0371,+
868,Solyc01g099810.3,pme0371,+
869,Solyc01g100630.2,pme0371,+
870,Solyc01g100640.3,pme0371,+
871,Solyc01g103440.3,pme0371,+
872,Solyc01g103990.3,pme0371,+
873,Solyc01g104446.1,pme0371,+
874,Solyc01g107010.3,pme0371,+
875,Solyc01g108010.3,pme0371,+
876,Solyc01g108730.2,pme0371,+
877,Solyc02g021680.3,pme0371,+
880,Solyc02g031980.3,pme0371,+
881,Solyc02g032525.1,pme0371,+
882,Solyc02g061960.3,pme0371,+
883,Solyc02g062710.1,pme0371,+
884,Solyc02g063490.3,pme0371,+
885,Solyc02g067130.1,pme0371,+
886,Solyc02g067750.3,pme0371,+
887,Solyc02g068590.3,pme0371,+
888,Solyc02g070390.3,pme0371,+
889,Solyc02g070487.1,pme0371,+
890,Solyc02g071320.3,pme0371,+
891,Solyc02g071770.3,pme0371,+
894,Solyc02g077940.1,pme0371,+
895,Solyc02g080060.1,pme0371,+
896,Solyc02g082720.3,pme0371,+
899,Solyc02g085350.3,pme0371,+
903,Solyc02g088940.3,pme0371,+
904,Solyc02g088980.2,pme0371,+
905,Solyc02g088983.1,pme0371,+
906,Solyc02g089493.1,pme0371,+
907,Solyc02g089495.1,pme0371,+
908,Solyc02g089510.3,pme0371,+
909,Solyc02g089515.1,pme0371,+
910,Solyc02g091330.3,pme0371,+
911,Solyc02g092145.1,pme0371,+
913,Solyc02g094120.3,pme0371,+
915,Solyc03g006140.3,pme0371,+
918,Solyc03g025970.3,pme0371,+
921,Solyc03g034140.3,pme0371,+
922,Solyc03g044300.3,pme0371,+
923,Solyc03g045110.3,pme0371,+
925,Solyc03g063750.3,pme0371,+
926,Solyc03g083640.1,pme0371,+
928,Solyc03g097310.3,pme0371,+
930,Solyc03g098560.2,pme0371,+
931,Solyc03g098570.1,pme0371,+
932,Solyc03g111420.2,pme0371,+
933,Solyc03g111590.3,pme0371,+
934,Solyc03g111973.1,pme0371,+
935,Solyc03g112565.1,pme0371,+
937,Solyc03g116935.1,pme0371,+
939,Solyc03g118340.3,pme0371,+
940,Solyc03g118990.2,pme0371,+
942,Solyc03g120570.3,pme0371,+
943,Solyc03g120980.3,pme0371,+
944,Solyc03g121540.3,pme0371,+
945,Solyc03g121840.3,pme0371,+
948,Solyc04g005630.3,pme0371,+
954,Solyc04g072400.3,pme0371,+
955,Solyc04g074190.3,pme0371,+
956,Solyc04g074850.3,pme0371,+
957,Solyc04g076220.3,pme0371,+
958,Solyc04g076690.3,pme0371,+
959,Solyc04g076880.3,pme0371,+
960,Solyc04g077640.3,pme0371,+
961,Solyc04g077745.1,pme0371,+
962,Solyc04g078790.3,pme0371,+
964,Solyc04g079350.1,pme0371,+
966,Solyc04g080240.3,pme0371,+
968,Solyc04g081900.3,pme0371,+
969,Solyc04g082400.3,pme0371,+
970,Solyc04g082460.3,pme0371,+
971,Solyc05g008200.3,pme0371,+
972,Solyc05g008920.3,pme0371,+
974,Solyc05g010450.1,pme0371,+
975,Solyc05g012020.3,pme0371,+
976,Solyc05g012100.3,pme0371,+
979,Solyc05g013040.3,pme0371,+
980,Solyc05g014830.2,pme0371,+
981,Solyc05g015370.2,pme0371,+
982,Solyc05g015410.3,pme0371,+
983,Solyc05g018850.1,pme0371,+
985,Solyc05g051430.3,pme0371,+
989,Solyc05g054080.3,pme0371,+
991,Solyc05g054670.3,pme0371,+
994,Solyc05g056490.3,pme0371,+
996,Solyc06g005670.3,pme0371,+
998,Solyc06g008050.3,pme0371,+
1000,Solyc06g009830.3,pme0371,+
1001,Solyc06g011370.3,pme0371,+
1002,Solyc06g035480.3,pme0371,+
1003,Solyc06g036250.1,pme0371,+
1004,Solyc06g050520.2,pme0371,+
1005,Solyc06g051330.1,pme0371,+
1006,Solyc06g051560.3,pme0371,+
1007,Solyc06g053860.3,pme0371,+
1008,Solyc06g059720.3,pme0371,+
1009,Solyc06g060260.3,pme0371,+
1010,Solyc06g060940.2,pme0371,+
1011,Solyc06g065040.3,pme0371,+
1012,Solyc06g066330.3,pme0371,+
1013,Solyc06g069430.3,pme0371,+
1014,Solyc06g069440.3,pme0371,+
1016,Solyc06g072750.3,pme0371,+
1017,Solyc06g075720.2,pme0371,+
1018,Solyc06g075730.2,pme0371,+
1019,Solyc06g076265.1,pme0371,+
1020,Solyc06g076270.3,pme0371,+
1021,Solyc06g082200.3,pme0371,+
1022,Solyc06g082640.3,pme0371,+
1023,Solyc06g082710.3,pme0371,+
1024,Solyc06g083350.3,pme0371,+
1027,Solyc07g005760.3,pme0371,+
1028,Solyc07g005765.1,pme0371,+
1032,Solyc07g017610.3,pme0371,+
1033,Solyc07g018390.2,pme0371,+
1034,Solyc07g037910.2,pme0371,+
1035,Solyc07g037920.2,pme0371,+
1037,Solyc07g041195.1,pme0371,+
1038,Solyc07g042500.3,pme0371,+
1039,Solyc07g045140.3,pme0371,+
1040,Solyc07g045145.1,pme0371,+
1042,Solyc07g049700.1,pme0371,+
1043,Solyc07g051950.3,pme0371,+
1045,Solyc07g054440.3,pme0371,+
1046,Solyc07g055145.1,pme0371,+
1047,Solyc07g056430.3,pme0371,+
1049,Solyc07g064060.3,pme0371,+
1050,Solyc07g064140.1,pme0371,+
1052,Solyc07g064410.1,pme0371,+
1053,Solyc07g064420.3,pme0371,+
1054,Solyc07g065290.3,pme0371,+
1057,Solyc07g065810.2,pme0371,+
1058,Solyc07g066670.3,pme0371,+
1059,Solyc07g066675.1,pme0371,+
1060,Solyc08g005720.3,pme0371,+
1061,Solyc08g007890.3,pme0371,+
1064,Solyc08g014130.3,pme0371,+
1066,Solyc08g028970.3,pme0371,+
1067,Solyc08g048450.3,pme0371,+
1071,Solyc08g061890.3,pme0371,+
1073,Solyc08g066370.2,pme0371,+
1074,Solyc08g066680.3,pme0371,+
1075,Solyc08g066700.3,pme0371,+
1076,Solyc08g068330.3,pme0371,+
1077,Solyc08g069060.3,pme0371,+
1078,Solyc08g074720.2,pme0371,+
1079,Solyc08g075017.1,pme0371,+
1083,Solyc08g080640.2,pme0371,+
1084,Solyc08g081340.3,pme0371,+
1085,Solyc08g081900.3,pme0371,+
1086,Solyc09g005100.3,pme0371,+
1087,Solyc09g005580.3,pme0371,+
1088,Solyc09g005910.3,pme0371,+
1089,Solyc09g009760.1,pme0371,+
1091,Solyc09g010830.3,pme0371,+
1096,Solyc09g064730.3,pme0371,+
1097,Solyc09g065650.3,pme0371,+
1098,Solyc09g065860.3,pme0371,+
1099,Solyc09g066070.3,pme0371,+
1100,Solyc09g066150.1,pme0371,+
1102,Solyc09g072873.1,pme0371,+
1103,Solyc09g072877.1,pme0371,+
1105,Solyc09g074660.3,pme0371,+
1106,Solyc09g075445.1,pme0371,+
1109,Solyc09g089660.3,pme0371,+
1111,Solyc09g091050.3,pme0371,+
1113,Solyc10g006960.2,pme0371,+
1114,Solyc10g007040.3,pme0371,+
1117,Solyc10g008630.3,pme0371,+
1120,Solyc10g018130.1,pme0371,+
1121,Solyc10g018140.2,pme0371,+
1124,Solyc10g045480.1,pme0371,+
1125,Solyc10g045540.2,pme0371,+
1129,Solyc10g074730.3,pme0371,+
1130,Solyc10g078860.2,pme0371,+
1131,Solyc10g079050.2,pme0371,+
1134,Solyc10g081650.2,pme0371,+
1135,Solyc10g083400.1,pme0371,+
