,Gene,Metabolite,Direction
12043,Solyc02g031980.3,pmb3026,+
12044,Solyc02g064740.3,pmb3026,+
12045,Solyc02g064804.1,pmb3026,+
12046,Solyc02g064806.1,pmb3026,+
12047,Solyc02g064808.1,pmb3026,+
12048,Solyc02g065500.3,pmb3026,+
12049,Solyc02g068480.3,pmb3026,+
12050,Solyc02g068590.3,pmb3026,+
12051,Solyc02g070100.3,pmb3026,+
12052,Solyc02g070487.1,pmb3026,+
12053,Solyc02g071040.3,pmb3026,+
12054,Solyc02g071320.3,pmb3026,+
12056,Solyc02g077660.3,pmb3026,+
12057,Solyc02g078840.3,pmb3026,+
12058,Solyc02g079170.3,pmb3026,+
12059,Solyc02g080060.1,pmb3026,+
12060,Solyc02g080970.3,pmb3026,+
12061,Solyc02g081640.3,pmb3026,+
12062,Solyc02g082557.1,pmb3026,+
12063,Solyc02g082630.2,pmb3026,+
12064,Solyc02g082720.3,pmb3026,+
12065,Solyc02g082770.3,pmb3026,+
12066,Solyc02g085260.1,pmb3026,+
12067,Solyc02g085315.1,pmb3026,+
12068,Solyc02g085320.1,pmb3026,+
12070,Solyc02g086600.3,pmb3026,+
12071,Solyc02g087730.3,pmb3026,+
12072,Solyc02g088115.1,pmb3026,+
12073,Solyc02g088550.3,pmb3026,+
12074,Solyc02g088940.3,pmb3026,+
12075,Solyc02g088945.1,pmb3026,+
12076,Solyc02g088950.2,pmb3026,+
12077,Solyc02g088956.1,pmb3026,+
12078,Solyc02g088958.1,pmb3026,+
12079,Solyc02g088980.2,pmb3026,+
12080,Solyc02g088983.1,pmb3026,+
12081,Solyc02g089150.3,pmb3026,+
12082,Solyc02g089263.1,pmb3026,+
12083,Solyc02g089330.3,pmb3026,+
12084,Solyc02g089340.3,pmb3026,+
12085,Solyc02g089490.3,pmb3026,+
12086,Solyc02g089493.1,pmb3026,+
12087,Solyc02g089495.1,pmb3026,+
12088,Solyc02g089510.3,pmb3026,+
12089,Solyc02g089515.1,pmb3026,+
12090,Solyc02g089520.2,pmb3026,+
12091,Solyc02g089530.3,pmb3026,+
12092,Solyc02g089540.3,pmb3026,+
12093,Solyc02g089790.3,pmb3026,+
12094,Solyc02g091060.1,pmb3026,+
12095,Solyc02g091330.3,pmb3026,+
12096,Solyc02g092110.3,pmb3026,+
12097,Solyc02g092620.3,pmb3026,+
12098,Solyc02g092630.2,pmb3026,+
12099,Solyc02g092860.3,pmb3026,+
12100,Solyc02g093640.3,pmb3026,+
12101,Solyc02g094120.3,pmb3026,+
12103,Solyc02g094510.3,pmb3026,+
12104,Solyc03g006140.3,pmb3026,+
12105,Solyc03g006630.3,pmb3026,+
12106,Solyc03g006660.3,pmb3026,+
12107,Solyc03g007430.3,pmb3026,+
12109,Solyc03g025580.1,pmb3026,+
12110,Solyc03g025720.3,pmb3026,+
12111,Solyc03g025890.2,pmb3026,+
12112,Solyc03g025970.3,pmb3026,+
12114,Solyc03g034140.3,pmb3026,+
12115,Solyc03g034320.3,pmb3026,+
12116,Solyc03g045110.3,pmb3026,+
12117,Solyc03g046450.3,pmb3026,+
12118,Solyc03g051660.2,pmb3026,+
12119,Solyc03g058510.3,pmb3026,+
12120,Solyc03g058880.3,pmb3026,+
12122,Solyc03g062910.3,pmb3026,+
12123,Solyc03g082355.1,pmb3026,+
12124,Solyc03g082725.1,pmb3026,+
12125,Solyc03g082730.1,pmb3026,+
12126,Solyc03g083330.3,pmb3026,+
12127,Solyc03g083390.3,pmb3026,+
12128,Solyc03g093480.3,pmb3026,+
12129,Solyc03g095383.1,pmb3026,+
12130,Solyc03g097020.3,pmb3026,+
12131,Solyc03g097110.3,pmb3026,+
12132,Solyc03g097120.3,pmb3026,+
12133,Solyc03g097350.3,pmb3026,+
12135,Solyc03g098560.2,pmb3026,+
12136,Solyc03g111050.3,pmb3026,+
12137,Solyc03g111100.1,pmb3026,+
12138,Solyc03g112230.3,pmb3026,+
12139,Solyc03g112280.3,pmb3026,+
12140,Solyc03g112565.1,pmb3026,+
12141,Solyc03g113320.1,pmb3026,+
12142,Solyc03g113770.3,pmb3026,+
12143,Solyc03g114465.1,pmb3026,+
12144,Solyc03g115510.2,pmb3026,+
12145,Solyc03g116930.3,pmb3026,+
12146,Solyc03g116935.1,pmb3026,+
12147,Solyc03g118425.1,pmb3026,+
12148,Solyc03g118690.3,pmb3026,+
12149,Solyc03g118920.3,pmb3026,+
12150,Solyc03g121650.3,pmb3026,+
12151,Solyc03g123530.3,pmb3026,+
12152,Solyc03g123730.3,pmb3026,+
12155,Solyc04g007560.3,pmb3026,+
12156,Solyc04g009920.3,pmb3026,+
12157,Solyc04g009970.3,pmb3026,+
12158,Solyc04g010070.3,pmb3026,+
12159,Solyc04g011430.3,pmb3026,+
12160,Solyc04g024420.3,pmb3026,+
12161,Solyc04g025610.2,pmb3026,+
12162,Solyc04g026276.1,pmb3026,+
12163,Solyc04g039830.2,pmb3026,+
12164,Solyc04g039950.3,pmb3026,+
12166,Solyc04g049010.3,pmb3026,+
12167,Solyc04g049590.1,pmb3026,+
12168,Solyc04g049610.3,pmb3026,+
12169,Solyc04g050300.1,pmb3026,+
12170,Solyc04g051490.3,pmb3026,+
12171,Solyc04g051570.3,pmb3026,+
12172,Solyc04g051670.3,pmb3026,+
12173,Solyc04g064470.2,pmb3026,+
12174,Solyc04g064850.3,pmb3026,+
12176,Solyc04g074190.3,pmb3026,+
12177,Solyc04g074850.3,pmb3026,+
12178,Solyc04g076020.3,pmb3026,+
12179,Solyc04g076220.3,pmb3026,+
12180,Solyc04g076540.3,pmb3026,+
12181,Solyc04g076550.3,pmb3026,+
12182,Solyc04g076690.3,pmb3026,+
12183,Solyc04g076880.3,pmb3026,+
12184,Solyc04g077640.3,pmb3026,+
12185,Solyc04g077745.1,pmb3026,+
12186,Solyc04g079200.3,pmb3026,+
12187,Solyc04g080240.3,pmb3026,+
12188,Solyc04g080680.3,pmb3026,+
12190,Solyc04g081740.3,pmb3026,+
12191,Solyc04g081750.3,pmb3026,+
12192,Solyc05g005290.3,pmb3026,+
12193,Solyc05g005640.3,pmb3026,+
12194,Solyc05g010670.3,pmb3026,+
12195,Solyc05g011960.3,pmb3026,+
12196,Solyc05g011990.3,pmb3026,+
12197,Solyc05g012100.3,pmb3026,+
12199,Solyc05g012690.3,pmb3026,+
12201,Solyc05g013490.3,pmb3026,+
12202,Solyc05g013820.3,pmb3026,+
12203,Solyc05g014300.1,pmb3026,+
12204,Solyc05g015460.3,pmb3026,+
12205,Solyc05g015510.3,pmb3026,+
12206,Solyc05g016440.3,pmb3026,+
12207,Solyc05g016460.2,pmb3026,+
12208,Solyc05g018590.3,pmb3026,+
12209,Solyc05g018630.1,pmb3026,+
12210,Solyc05g018810.3,pmb3026,+
12211,Solyc05g021540.2,pmb3026,+
12212,Solyc05g021555.1,pmb3026,+
12213,Solyc05g021580.3,pmb3026,+
12214,Solyc05g023710.3,pmb3026,+
12215,Solyc05g041995.1,pmb3026,+
12216,Solyc05g048790.1,pmb3026,+
12219,Solyc05g053650.3,pmb3026,+
12220,Solyc05g053800.3,pmb3026,+
12222,Solyc05g054080.3,pmb3026,+
12223,Solyc05g054960.3,pmb3026,+
12224,Solyc05g056290.3,pmb3026,+
12225,Solyc05g056310.3,pmb3026,+
12226,Solyc06g005200.3,pmb3026,+
12228,Solyc06g007320.3,pmb3026,+
12229,Solyc06g008230.3,pmb3026,+
12230,Solyc06g008490.3,pmb3026,+
12231,Solyc06g009520.3,pmb3026,+
12232,Solyc06g036520.1,pmb3026,+
12233,Solyc06g043352.1,pmb3026,+
12234,Solyc06g048935.1,pmb3026,+
12235,Solyc06g050520.2,pmb3026,+
12236,Solyc06g050770.3,pmb3026,+
12237,Solyc06g051240.1,pmb3026,+
12238,Solyc06g051330.1,pmb3026,+
12239,Solyc06g051560.3,pmb3026,+
12240,Solyc06g053160.3,pmb3026,+
12241,Solyc06g062480.3,pmb3026,+
12242,Solyc06g063090.3,pmb3026,+
12243,Solyc06g064895.1,pmb3026,+
12244,Solyc06g064900.3,pmb3026,+
12245,Solyc06g065040.3,pmb3026,+
12246,Solyc06g065500.3,pmb3026,+
12247,Solyc06g065910.3,pmb3026,+
12248,Solyc06g066473.1,pmb3026,+
12249,Solyc06g068270.3,pmb3026,+
12250,Solyc06g068840.3,pmb3026,+
12251,Solyc06g069480.3,pmb3026,+
12252,Solyc06g071420.3,pmb3026,+
12253,Solyc06g072330.3,pmb3026,+
12254,Solyc06g072680.3,pmb3026,+
12255,Solyc06g072790.3,pmb3026,+
12256,Solyc06g076265.1,pmb3026,+
12257,Solyc06g076270.3,pmb3026,+
12258,Solyc06g076710.2,pmb3026,+
12259,Solyc06g082200.3,pmb3026,+
12260,Solyc06g082660.3,pmb3026,+
12261,Solyc06g082710.3,pmb3026,+
12262,Solyc06g083620.3,pmb3026,+
12263,Solyc06g083980.2,pmb3026,+
12264,Solyc06g084340.1,pmb3026,+
12266,Solyc07g005480.3,pmb3026,+
12267,Solyc07g005490.3,pmb3026,+
12268,Solyc07g005500.2,pmb3026,+
12270,Solyc07g007560.3,pmb3026,+
12272,Solyc07g021050.2,pmb3026,+
12273,Solyc07g021730.2,pmb3026,+
12274,Solyc07g032313.1,pmb3026,+
12275,Solyc07g037910.2,pmb3026,+
12276,Solyc07g042500.3,pmb3026,+
12277,Solyc07g043110.1,pmb3026,+
12278,Solyc07g045140.3,pmb3026,+
12279,Solyc07g045145.1,pmb3026,+
12280,Solyc07g045370.3,pmb3026,+
12281,Solyc07g047790.3,pmb3026,+
12282,Solyc07g048120.3,pmb3026,+
12284,Solyc07g049700.1,pmb3026,+
12285,Solyc07g051950.3,pmb3026,+
12286,Solyc07g053520.2,pmb3026,+
12287,Solyc07g053650.3,pmb3026,+
12288,Solyc07g054330.3,pmb3026,+
12289,Solyc07g055145.1,pmb3026,+
12290,Solyc07g056525.1,pmb3026,+
12291,Solyc07g062540.3,pmb3026,+
12292,Solyc07g062860.3,pmb3026,+
12293,Solyc07g064060.3,pmb3026,+
12294,Solyc07g064140.1,pmb3026,+
12295,Solyc07g064260.2,pmb3026,+
12297,Solyc07g065080.4,pmb3026,+
12298,Solyc07g065290.3,pmb3026,+
12299,Solyc07g065630.3,pmb3026,+
12300,Solyc07g066030.3,pmb3026,+
12301,Solyc07g066160.1,pmb3026,+
12302,Solyc07g066675.1,pmb3026,+
12303,Solyc08g005350.3,pmb3026,+
12304,Solyc08g005510.2,pmb3026,+
12305,Solyc08g007890.3,pmb3026,+
12306,Solyc08g007970.3,pmb3026,+
12308,Solyc08g014130.3,pmb3026,+
12309,Solyc08g016500.3,pmb3026,+
12310,Solyc08g016586.1,pmb3026,+
12311,Solyc08g021920.3,pmb3026,+
12312,Solyc08g028970.3,pmb3026,+
12313,Solyc08g041780.3,pmb3026,+
12314,Solyc08g048190.1,pmb3026,+
12315,Solyc08g048500.3,pmb3026,+
12316,Solyc08g048510.1,pmb3026,+
12317,Solyc08g048525.1,pmb3026,+
12318,Solyc08g060840.1,pmb3026,+
12320,Solyc08g061890.3,pmb3026,+
12321,Solyc08g061950.1,pmb3026,+
12322,Solyc08g065490.3,pmb3026,+
12323,Solyc08g067730.2,pmb3026,+
12324,Solyc08g067820.3,pmb3026,+
12325,Solyc08g074290.3,pmb3026,+
12326,Solyc08g074370.3,pmb3026,+
12327,Solyc08g075017.1,pmb3026,+
12328,Solyc08g075540.4,pmb3026,+
12329,Solyc08g076080.3,pmb3026,+
12330,Solyc08g077483.1,pmb3026,+
12331,Solyc08g077490.2,pmb3026,+
12332,Solyc08g077500.3,pmb3026,+
12333,Solyc08g079210.1,pmb3026,+
12334,Solyc08g080270.3,pmb3026,+
12335,Solyc08g080410.3,pmb3026,+
12336,Solyc08g080640.2,pmb3026,+
12337,Solyc08g081000.3,pmb3026,+
12338,Solyc08g081340.3,pmb3026,+
12339,Solyc08g081900.3,pmb3026,+
12340,Solyc08g082300.3,pmb3026,+
12341,Solyc08g082360.2,pmb3026,+
12342,Solyc09g005100.3,pmb3026,+
12343,Solyc09g005600.3,pmb3026,+
12344,Solyc09g005910.3,pmb3026,+
12345,Solyc09g007310.3,pmb3026,+
12346,Solyc09g007440.3,pmb3026,+
12347,Solyc09g008430.3,pmb3026,+
12348,Solyc09g008770.3,pmb3026,+
12349,Solyc09g009260.3,pmb3026,+
12350,Solyc09g009760.1,pmb3026,+
12351,Solyc09g010390.2,pmb3026,+
12352,Solyc09g010560.2,pmb3026,+
12353,Solyc09g010830.3,pmb3026,+
12354,Solyc09g011450.3,pmb3026,+
12355,Solyc09g015320.2,pmb3026,+
12356,Solyc09g018370.3,pmb3026,+
12358,Solyc09g031780.3,pmb3026,+
12359,Solyc09g055260.3,pmb3026,+
12360,Solyc09g055320.1,pmb3026,+
12361,Solyc09g056180.3,pmb3026,+
12362,Solyc09g061825.1,pmb3026,+
12363,Solyc09g064940.2,pmb3026,+
12364,Solyc09g065000.3,pmb3026,+
12365,Solyc09g065650.3,pmb3026,+
12366,Solyc09g065655.1,pmb3026,+
12367,Solyc09g066060.2,pmb3026,+
12368,Solyc09g066070.3,pmb3026,+
12369,Solyc09g066290.3,pmb3026,+
12371,Solyc09g072950.1,pmb3026,+
12372,Solyc09g074110.3,pmb3026,+
12373,Solyc09g074113.1,pmb3026,+
12374,Solyc09g074730.2,pmb3026,+
12375,Solyc09g075445.1,pmb3026,+
12376,Solyc09g075800.3,pmb3026,+
12378,Solyc09g089660.3,pmb3026,+
12379,Solyc09g090290.3,pmb3026,+
12380,Solyc09g090640.3,pmb3026,+
12381,Solyc09g090760.3,pmb3026,+
12383,Solyc09g091410.1,pmb3026,+
12385,Solyc09g091750.3,pmb3026,+
12386,Solyc09g092100.3,pmb3026,+
12387,Solyc09g092240.3,pmb3026,+
12388,Solyc09g097820.3,pmb3026,+
12389,Solyc10g007360.3,pmb3026,+
12390,Solyc10g007880.3,pmb3026,+
12392,Solyc10g009560.1,pmb3026,+
12393,Solyc10g012160.3,pmb3026,+
12394,Solyc10g018130.1,pmb3026,+
12395,Solyc10g024415.1,pmb3026,+
12396,Solyc10g045540.2,pmb3026,+
12397,Solyc10g045630.2,pmb3026,+
12398,Solyc10g050910.1,pmb3026,+
12399,Solyc10g051020.2,pmb3026,+
12400,Solyc10g054860.2,pmb3026,+
12401,Solyc10g055617.1,pmb3026,+
12402,Solyc10g074730.3,pmb3026,+
12403,Solyc10g076357.1,pmb3026,+
12404,Solyc10g076370.2,pmb3026,+
12405,Solyc10g078320.2,pmb3026,+
12406,Solyc10g078860.2,pmb3026,+
12407,Solyc10g078980.2,pmb3026,+
12409,Solyc10g081540.2,pmb3026,+
12410,Solyc10g081900.2,pmb3026,+
12411,Solyc10g084050.2,pmb3026,+
12412,Solyc10g084650.2,pmb3026,+
12414,Solyc10g086550.2,pmb3026,+
12416,Solyc11g005660.2,pmb3026,+
12417,Solyc11g005670.2,pmb3026,+
12418,Solyc11g006130.2,pmb3026,+
12419,Solyc11g006310.2,pmb3026,+
12420,Solyc11g006750.1,pmb3026,+
12421,Solyc11g006780.2,pmb3026,+
12422,Solyc11g007070.2,pmb3026,+
12423,Solyc11g007320.2,pmb3026,+
12424,Solyc11g007780.2,pmb3026,+
12425,Solyc11g007850.2,pmb3026,+
12426,Solyc11g008530.2,pmb3026,+
12427,Solyc11g008770.2,pmb3026,+
12428,Solyc11g008775.1,pmb3026,+
12429,Solyc11g008850.2,pmb3026,+
12430,Solyc11g010660.2,pmb3026,+
12432,Solyc11g010710.2,pmb3026,+
12433,Solyc11g011300.2,pmb3026,+
12434,Solyc11g011420.2,pmb3026,+
12435,Solyc11g011530.2,pmb3026,+
12436,Solyc11g012150.2,pmb3026,+
12437,Solyc11g013060.1,pmb3026,+
12438,Solyc11g013065.1,pmb3026,+
12439,Solyc11g013080.2,pmb3026,+
12441,Solyc11g013260.2,pmb3026,+
12442,Solyc11g013293.1,pmb3026,+
12443,Solyc11g013375.1,pmb3026,+
12444,Solyc11g013480.2,pmb3026,+
12445,Solyc11g013820.2,pmb3026,+
12446,Solyc11g013830.2,pmb3026,+
12447,Solyc11g020300.2,pmb3026,+
12448,Solyc11g028010.2,pmb3026,+
12449,Solyc11g032130.2,pmb3026,+
12450,Solyc11g032133.1,pmb3026,+
12451,Solyc11g032190.1,pmb3026,+
12452,Solyc11g040390.2,pmb3026,+
12454,Solyc11g043210.2,pmb3026,+
12455,Solyc11g044632.1,pmb3026,+
12456,Solyc11g045120.2,pmb3026,+
12457,Solyc11g062010.2,pmb3026,+
12458,Solyc11g064957.1,pmb3026,+
12459,Solyc11g064960.1,pmb3026,+
12461,Solyc11g067070.1,pmb3026,+
12462,Solyc11g067075.1,pmb3026,+
12463,Solyc11g067255.1,pmb3026,+
12465,Solyc11g069700.2,pmb3026,+
12466,Solyc11g071700.2,pmb3026,+
12467,Solyc11g072430.2,pmb3026,+
12469,Solyc12g008430.2,pmb3026,+
12470,Solyc12g009050.2,pmb3026,+
12472,Solyc12g010110.2,pmb3026,+
12473,Solyc12g010115.1,pmb3026,+
12474,Solyc12g010830.2,pmb3026,+
12475,Solyc12g011180.2,pmb3026,+
12476,Solyc12g011310.2,pmb3026,+
12477,Solyc12g013820.2,pmb3026,+
12478,Solyc12g014380.2,pmb3026,+
12479,Solyc12g016217.1,pmb3026,+
12480,Solyc12g017230.2,pmb3026,+
12481,Solyc12g017280.2,pmb3026,+
12482,Solyc12g019310.2,pmb3026,+
12483,Solyc12g019860.2,pmb3026,+
12484,Solyc12g021230.2,pmb3026,+
12485,Solyc12g021310.2,pmb3026,+
12486,Solyc12g021313.1,pmb3026,+
12487,Solyc12g021317.1,pmb3026,+
12488,Solyc12g035260.1,pmb3026,+
12490,Solyc12g037980.2,pmb3026,+
12491,Solyc12g038645.1,pmb3026,+
12492,Solyc12g042060.2,pmb3026,+
12494,Solyc12g044740.2,pmb3026,+
12495,Solyc12g049220.2,pmb3026,+
12500,Solyc12g088920.2,pmb3026,+
12501,Solyc12g089295.1,pmb3026,+
12502,Solyc12g095840.2,pmb3026,+
12503,Solyc12g096070.2,pmb3026,+
12504,Solyc12g096450.2,pmb3026,+
12505,Solyc12g096660.2,pmb3026,+
12506,Solyc12g096690.2,pmb3026,+
12507,Solyc12g098190.2,pmb3026,+
12508,Solyc12g098830.2,pmb3026,+
12509,Solyc12g099010.2,pmb3026,+
12510,Solyc12g099020.2,pmb3026,+
12511,Solyc12g099345.1,pmb3026,+
12512,Solyc12g099910.2,pmb3026,+
12513,Solyc00g006480.1,pmb3894,+
12514,Solyc00g007100.3,pmb3894,+
12515,Solyc00g009146.1,pmb3894,+
12516,Solyc00g020540.2,pmb3894,+
12517,Solyc00g030000.1,pmb3894,+
12518,Solyc00g030510.3,pmb3894,+
12519,Solyc00g032940.1,pmb3894,+
12520,Solyc00g042854.1,pmb3894,+
12521,Solyc00g057280.1,pmb3894,+
12522,Solyc00g075030.3,pmb3894,+
12523,Solyc00g157083.1,pmb3894,+
12524,Solyc00g171710.2,pmb3894,+
12525,Solyc00g218560.1,pmb3894,+
12526,Solyc00g249205.1,pmb3894,+
12527,Solyc00g257110.3,pmb3894,+
12528,Solyc01g005050.3,pmb3894,+
12529,Solyc01g005070.3,pmb3894,+
12530,Solyc01g005510.3,pmb3894,+
12531,Solyc01g005610.3,pmb3894,+
12532,Solyc01g006050.2,pmb3894,+
12533,Solyc01g006730.3,pmb3894,+
12534,Solyc01g006735.1,pmb3894,+
12535,Solyc01g006750.2,pmb3894,+
12536,Solyc01g006760.3,pmb3894,+
12537,Solyc01g006780.3,pmb3894,+
12538,Solyc01g006790.2,pmb3894,+
12539,Solyc01g007210.3,pmb3894,+
12540,Solyc01g007240.3,pmb3894,+
12541,Solyc01g007950.3,pmb3894,+
12542,Solyc01g008010.3,pmb3894,+
12543,Solyc01g008040.1,pmb3894,+
12544,Solyc01g008240.3,pmb3894,+
12545,Solyc01g008440.3,pmb3894,+
12546,Solyc01g008610.3,pmb3894,+
12547,Solyc01g008670.3,pmb3894,+
12548,Solyc01g008740.2,pmb3894,+
12549,Solyc01g009240.3,pmb3894,+
12550,Solyc01g009250.3,pmb3894,+
12551,Solyc01g009480.3,pmb3894,+
12552,Solyc01g009600.3,pmb3894,+
12553,Solyc01g009740.2,pmb3894,+
12554,Solyc01g009790.1,pmb3894,+
12555,Solyc01g009880.2,pmb3894,+
12556,Solyc01g010280.3,pmb3894,+
12557,Solyc01g010740.3,pmb3894,+
12558,Solyc01g010880.3,pmb3894,+
12559,Solyc01g010890.3,pmb3894,+
12560,Solyc01g011050.3,pmb3894,+
12561,Solyc01g011170.1,pmb3894,+
12562,Solyc01g011390.2,pmb3894,+
12563,Solyc01g013870.1,pmb3894,+
12564,Solyc01g014534.1,pmb3894,+
12565,Solyc01g016380.3,pmb3894,+
12566,Solyc01g016390.3,pmb3894,+
12567,Solyc01g016610.1,pmb3894,+
12568,Solyc01g017080.1,pmb3894,+
12569,Solyc01g017083.1,pmb3894,+
12570,Solyc01g017620.1,pmb3894,+
12571,Solyc01g018020.2,pmb3894,+
12572,Solyc01g018025.1,pmb3894,+
12573,Solyc01g020445.1,pmb3894,+
12574,Solyc01g049743.1,pmb3894,+
12575,Solyc01g049745.1,pmb3894,+
12576,Solyc01g049750.1,pmb3894,+
12577,Solyc01g049970.2,pmb3894,+
12578,Solyc01g055160.1,pmb3894,+
12579,Solyc01g056220.2,pmb3894,+
12580,Solyc01g056250.2,pmb3894,+
12581,Solyc01g056310.3,pmb3894,+
12582,Solyc01g056360.3,pmb3894,+
12583,Solyc01g056460.1,pmb3894,+
12584,Solyc01g056580.3,pmb3894,+
12585,Solyc01g056875.1,pmb3894,+
12586,Solyc01g057070.2,pmb3894,+
12587,Solyc01g057220.3,pmb3894,+
12588,Solyc01g057380.2,pmb3894,+
12589,Solyc01g057390.2,pmb3894,+
12590,Solyc01g057710.1,pmb3894,+
12591,Solyc01g057720.1,pmb3894,+
12592,Solyc01g057852.1,pmb3894,+
12593,Solyc01g059884.1,pmb3894,+
12594,Solyc01g060240.3,pmb3894,+
12595,Solyc01g060300.2,pmb3894,+
12596,Solyc01g060340.1,pmb3894,+
12597,Solyc01g060355.1,pmb3894,+
12598,Solyc01g066070.3,pmb3894,+
12599,Solyc01g066360.3,pmb3894,+
12600,Solyc01g066380.3,pmb3894,+
12601,Solyc01g066390.3,pmb3894,+
12602,Solyc01g066410.1,pmb3894,+
12603,Solyc01g066420.2,pmb3894,+
12604,Solyc01g066457.1,pmb3894,+
12605,Solyc01g066560.3,pmb3894,+
12606,Solyc01g066810.3,pmb3894,+
12607,Solyc01g067070.3,pmb3894,+
12608,Solyc01g067370.3,pmb3894,+
12609,Solyc01g067520.3,pmb3894,+
12610,Solyc01g068120.3,pmb3894,+
12611,Solyc01g068440.2,pmb3894,+
12612,Solyc01g068630.3,pmb3894,+
12613,Solyc01g079270.1,pmb3894,+
12614,Solyc01g080367.1,pmb3894,+
12615,Solyc01g080370.3,pmb3894,+
12616,Solyc01g080520.3,pmb3894,+
12617,Solyc01g080970.3,pmb3894,+
12618,Solyc01g081240.3,pmb3894,+
12619,Solyc01g081340.3,pmb3894,+
12620,Solyc01g081360.1,pmb3894,+
12621,Solyc01g081580.2,pmb3894,+
12622,Solyc01g081590.3,pmb3894,+
12623,Solyc01g087440.3,pmb3894,+
12624,Solyc01g087450.3,pmb3894,+
12625,Solyc01g088580.1,pmb3894,+
12626,Solyc01g090740.3,pmb3894,+
12627,Solyc01g090830.2,pmb3894,+
12628,Solyc01g091000.3,pmb3894,+
12629,Solyc01g091670.3,pmb3894,+
12630,Solyc01g094320.3,pmb3894,+
12631,Solyc01g094400.3,pmb3894,+
12632,Solyc01g094900.1,pmb3894,+
12633,Solyc01g094970.3,pmb3894,+
12634,Solyc01g095440.2,pmb3894,+
12635,Solyc01g095550.2,pmb3894,+
12636,Solyc01g095960.3,pmb3894,+
12637,Solyc01g096170.3,pmb3894,+
12638,Solyc01g096690.2,pmb3894,+
12639,Solyc01g097050.3,pmb3894,+
12640,Solyc01g097180.2,pmb3894,+
12641,Solyc01g097230.3,pmb3894,+
12642,Solyc01g097430.3,pmb3894,+
12643,Solyc01g097960.3,pmb3894,+
12644,Solyc01g098300.1,pmb3894,+
12645,Solyc01g099385.1,pmb3894,+
12646,Solyc01g099820.3,pmb3894,+
12647,Solyc01g099860.3,pmb3894,+
12648,Solyc01g099880.3,pmb3894,+
12649,Solyc01g099925.1,pmb3894,+
12650,Solyc01g099940.3,pmb3894,+
12651,Solyc01g100120.3,pmb3894,+
12652,Solyc01g100460.3,pmb3894,+
12653,Solyc01g100470.2,pmb3894,+
12654,Solyc01g100770.2,pmb3894,+
12655,Solyc01g102360.2,pmb3894,+
12656,Solyc01g103240.3,pmb3894,+
12657,Solyc01g104180.2,pmb3894,+
12658,Solyc01g104300.3,pmb3894,+
12659,Solyc01g104870.3,pmb3894,+
12660,Solyc01g105435.1,pmb3894,+
12661,Solyc01g105850.3,pmb3894,+
12662,Solyc01g105860.3,pmb3894,+
12663,Solyc01g106060.3,pmb3894,+
12664,Solyc01g106257.1,pmb3894,+
12665,Solyc01g106420.3,pmb3894,+
12666,Solyc01g106470.3,pmb3894,+
12667,Solyc01g106600.2,pmb3894,+
12668,Solyc01g106730.1,pmb3894,+
12669,Solyc01g106930.3,pmb3894,+
12670,Solyc01g107070.3,pmb3894,+
12671,Solyc01g107120.3,pmb3894,+
12672,Solyc01g107570.1,pmb3894,+
12673,Solyc01g107760.3,pmb3894,+
12674,Solyc01g108270.3,pmb3894,+
12675,Solyc01g108900.3,pmb3894,+
12676,Solyc01g109530.3,pmb3894,+
12677,Solyc01g109860.3,pmb3894,+
12678,Solyc01g109950.3,pmb3894,+
12679,Solyc01g110030.3,pmb3894,+
12680,Solyc01g110180.3,pmb3894,+
12681,Solyc01g110250.1,pmb3894,+
12682,Solyc01g110255.1,pmb3894,+
12683,Solyc01g110260.2,pmb3894,+
12684,Solyc01g110320.3,pmb3894,+
12685,Solyc01g111270.3,pmb3894,+
12686,Solyc01g111500.3,pmb3894,+
12687,Solyc01g111540.3,pmb3894,+
12688,Solyc02g005330.1,pmb3894,+
12689,Solyc02g005420.1,pmb3894,+
12690,Solyc02g011790.1,pmb3894,+
12691,Solyc02g011850.2,pmb3894,+
12692,Solyc02g011860.1,pmb3894,+
12693,Solyc02g011870.2,pmb3894,+
12694,Solyc02g011877.1,pmb3894,+
12695,Solyc02g011890.1,pmb3894,+
12696,Solyc02g011900.1,pmb3894,+
12697,Solyc02g011940.2,pmb3894,+
12698,Solyc02g011950.1,pmb3894,+
12699,Solyc02g014290.1,pmb3894,+
12700,Solyc02g014420.1,pmb3894,+
12701,Solyc02g014490.3,pmb3894,+
12702,Solyc02g014530.3,pmb3894,+
12703,Solyc02g014660.1,pmb3894,+
12704,Solyc02g020890.3,pmb3894,+
12705,Solyc02g021410.3,pmb3894,+
12706,Solyc02g021450.2,pmb3894,+
12707,Solyc02g022910.3,pmb3894,+
12708,Solyc02g032600.1,pmb3894,+
12709,Solyc02g032820.3,pmb3894,+
12710,Solyc02g033070.1,pmb3894,+
12711,Solyc02g036220.1,pmb3894,+
12712,Solyc02g036240.1,pmb3894,+
12713,Solyc02g036440.3,pmb3894,+
12714,Solyc02g038740.3,pmb3894,+
12715,Solyc02g043810.3,pmb3894,+
12716,Solyc02g049090.1,pmb3894,+
12717,Solyc02g061770.3,pmb3894,+
12718,Solyc02g061930.2,pmb3894,+
12719,Solyc02g062020.3,pmb3894,+
12720,Solyc02g062150.2,pmb3894,+
12721,Solyc02g062330.2,pmb3894,+
12722,Solyc02g062590.3,pmb3894,+
12723,Solyc02g062790.3,pmb3894,+
12724,Solyc02g062875.1,pmb3894,+
