,Gene,Metabolite,Direction
0,Solyc01g057440.3,pmc1990,-
1,Solyc01g066700.3,pmc1990,-
2,Solyc01g066710.3,pmc1990,-
3,Solyc01g080590.3,pmc1990,-
4,Solyc01g104444.1,pmc1990,-
5,Solyc01g106190.3,pmc1990,-
6,Solyc01g110643.1,pmc1990,-
7,Solyc01g110684.1,pmc1990,-
8,Solyc01g110686.1,pmc1990,-
9,Solyc02g036300.3,pmc1990,-
10,Solyc02g076940.2,pmc1990,-
11,Solyc02g087320.2,pmc1990,-
12,Solyc02g090040.2,pmc1990,-
13,Solyc02g090043.1,pmc1990,-
14,Solyc03g033815.1,pmc1990,-
15,Solyc03g044430.3,pmc1990,-
16,Solyc03g046570.3,pmc1990,-
17,Solyc03g051950.3,pmc1990,-
18,Solyc05g042122.1,pmc1990,-
19,Solyc06g063100.3,pmc1990,-
20,Solyc06g071980.3,pmc1990,-
21,Solyc06g083220.3,pmc1990,-
22,Solyc07g041780.3,pmc1990,-
23,Solyc07g049270.3,pmc1990,-
24,Solyc07g063290.3,pmc1990,-
25,Solyc08g067420.3,pmc1990,-
26,Solyc08g080120.3,pmc1990,-
27,Solyc09g005850.3,pmc1990,-
28,Solyc10g078450.2,pmc1990,-
29,Solyc12g038455.1,pmc1990,-
30,Solyc12g056030.2,pmc1990,-
33,Solyc00g072100.3,pme0330,-
34,Solyc00g127870.3,pme0330,-
37,Solyc01g005570.3,pme0330,-
38,Solyc01g005980.3,pme0330,-
41,Solyc01g006260.3,pme0330,-
43,Solyc01g008020.3,pme0330,-
46,Solyc01g008550.4,pme0330,-
50,Solyc01g010920.2,pme0330,-
51,Solyc01g011095.1,pme0330,-
55,Solyc01g056795.1,pme0330,-
58,Solyc01g065710.3,pme0330,-
60,Solyc01g066590.3,pme0330,-
68,Solyc01g087060.3,pme0330,-
69,Solyc01g087080.3,pme0330,-
70,Solyc01g087250.3,pme0330,-
73,Solyc01g087870.3,pme0330,-
79,Solyc01g094500.3,pme0330,-
81,Solyc01g095300.3,pme0330,-
85,Solyc01g095590.3,pme0330,-
86,Solyc01g095620.3,pme0330,-
91,Solyc01g096370.3,pme0330,-
95,Solyc01g098760.3,pme0330,-
107,Solyc01g100020.3,pme0330,-
110,Solyc01g100900.3,pme0330,-
111,Solyc01g101260.2,pme0330,-
121,Solyc01g106350.3,pme0330,-
133,Solyc01g111170.3,pme0330,-
134,Solyc01g111600.3,pme0330,-
135,Solyc01g111930.3,pme0330,-
138,Solyc02g022930.3,pme0330,-
139,Solyc02g023950.3,pme0330,-
141,Solyc02g031790.2,pme0330,-
151,Solyc02g065570.1,pme0330,-
152,Solyc02g067105.1,pme0330,-
159,Solyc02g070030.3,pme0330,-
164,Solyc02g071260.3,pme0330,-
168,Solyc02g077310.3,pme0330,-
169,Solyc02g077315.1,pme0330,-
170,Solyc02g077460.2,pme0330,-
171,Solyc02g077850.3,pme0330,-
176,Solyc02g077950.2,pme0330,-
177,Solyc02g078600.3,pme0330,-
178,Solyc02g078720.3,pme0330,-
181,Solyc02g079970.3,pme0330,-
184,Solyc02g080480.3,pme0330,-
185,Solyc02g080620.3,pme0330,-
189,Solyc02g083310.3,pme0330,-
191,Solyc02g085245.1,pme0330,-
193,Solyc02g086370.3,pme0330,-
195,Solyc02g087000.3,pme0330,-
196,Solyc02g087050.2,pme0330,-
207,Solyc02g090450.3,pme0330,-
210,Solyc02g091350.3,pme0330,-
211,Solyc02g091860.3,pme0330,-
212,Solyc02g091950.3,pme0330,-
218,Solyc02g093100.3,pme0330,-
219,Solyc02g093440.3,pme0330,-
222,Solyc02g094320.3,pme0330,-
223,Solyc02g094445.1,pme0330,-
230,Solyc03g007920.3,pme0330,-
231,Solyc03g007940.3,pme0330,-
234,Solyc03g026150.3,pme0330,-
235,Solyc03g026300.3,pme0330,-
237,Solyc03g031680.3,pme0330,-
240,Solyc03g043960.3,pme0330,-
244,Solyc03g058950.3,pme0330,-
245,Solyc03g059350.3,pme0330,-
249,Solyc03g063680.2,pme0330,-
256,Solyc03g096840.3,pme0330,-
260,Solyc03g097640.3,pme0330,-
268,Solyc03g111770.3,pme0330,-
272,Solyc03g112990.1,pme0330,-
273,Solyc03g113060.3,pme0330,-
276,Solyc03g113790.3,pme0330,-
277,Solyc03g114020.3,pme0330,-
278,Solyc03g114100.1,pme0330,-
280,Solyc03g114970.3,pme0330,-
281,Solyc03g115320.2,pme0330,-
282,Solyc03g115330.2,pme0330,-
288,Solyc03g117300.3,pme0330,-
290,Solyc03g117547.1,pme0330,-
291,Solyc03g117760.3,pme0330,-
295,Solyc03g120170.1,pme0330,-
296,Solyc03g120450.3,pme0330,-
298,Solyc03g121070.3,pme0330,-
300,Solyc03g121560.3,pme0330,-
301,Solyc03g121800.3,pme0330,-
304,Solyc03g123830.3,pme0330,-
305,Solyc04g005570.3,pme0330,-
307,Solyc04g007340.3,pme0330,-
309,Solyc04g007950.3,pme0330,-
310,Solyc04g008385.1,pme0330,-
311,Solyc04g008880.3,pme0330,-
312,Solyc04g009550.3,pme0330,-
314,Solyc04g010140.1,pme0330,-
320,Solyc04g045600.3,pme0330,-
322,Solyc04g056330.1,pme0330,-
323,Solyc04g056640.1,pme0330,-
326,Solyc04g058150.3,pme0330,-
329,Solyc04g071560.3,pme0330,-
330,Solyc04g071970.3,pme0330,-
332,Solyc04g072450.3,pme0330,-
333,Solyc04g072810.3,pme0330,-
338,Solyc04g076340.3,pme0330,-
344,Solyc04g078700.3,pme0330,-
345,Solyc04g079040.3,pme0330,-
346,Solyc04g079315.1,pme0330,-
348,Solyc04g080190.3,pme0330,-
350,Solyc04g081160.3,pme0330,-
351,Solyc04g081370.2,pme0330,-
360,Solyc05g008060.3,pme0330,-
363,Solyc05g009260.1,pme0330,-
364,Solyc05g009330.3,pme0330,-
366,Solyc05g011820.2,pme0330,-
369,Solyc05g012160.3,pme0330,-
370,Solyc05g012580.1,pme0330,-
373,Solyc05g013190.3,pme0330,-
374,Solyc05g013250.2,pme0330,-
379,Solyc05g017840.3,pme0330,-
380,Solyc05g017940.3,pme0330,-
383,Solyc05g023763.1,pme0330,-
385,Solyc05g025905.1,pme0330,-
387,Solyc05g041390.1,pme0330,-
389,Solyc05g050920.3,pme0330,-
390,Solyc05g051560.3,pme0330,-
391,Solyc05g051690.3,pme0330,-
392,Solyc05g051780.3,pme0330,-
394,Solyc05g052940.3,pme0330,-
395,Solyc05g052990.3,pme0330,-
396,Solyc05g053870.3,pme0330,-
397,Solyc05g053930.3,pme0330,-
399,Solyc05g054120.1,pme0330,-
400,Solyc05g054150.3,pme0330,-
402,Solyc05g055170.3,pme0330,-
403,Solyc05g056055.1,pme0330,-
405,Solyc06g005160.3,pme0330,-
406,Solyc06g005250.3,pme0330,-
409,Solyc06g005790.3,pme0330,-
410,Solyc06g008010.3,pme0330,-
412,Solyc06g008120.1,pme0330,-
419,Solyc06g011450.2,pme0330,-
420,Solyc06g016790.2,pme0330,-
421,Solyc06g018100.3,pme0330,-
424,Solyc06g036310.3,pme0330,-
429,Solyc06g051130.1,pme0330,-
436,Solyc06g054120.2,pme0330,-
438,Solyc06g059805.1,pme0330,-
441,Solyc06g062940.3,pme0330,-
444,Solyc06g063170.3,pme0330,-
445,Solyc06g064550.3,pme0330,-
448,Solyc06g068080.3,pme0330,-
456,Solyc06g071550.3,pme0330,-
458,Solyc06g072160.3,pme0330,-
461,Solyc06g073210.3,pme0330,-
463,Solyc06g075180.1,pme0330,-
472,Solyc06g082810.3,pme0330,-
474,Solyc06g084621.1,pme0330,-
475,Solyc07g005120.3,pme0330,-
481,Solyc07g006110.3,pme0330,-
482,Solyc07g006330.2,pme0330,-
483,Solyc07g006580.3,pme0330,-
484,Solyc07g006960.3,pme0330,-
486,Solyc07g007670.3,pme0330,-
487,Solyc07g016170.3,pme0330,-
488,Solyc07g017250.3,pme0330,-
489,Solyc07g017520.3,pme0330,-
490,Solyc07g017580.1,pme0330,-
493,Solyc07g019530.3,pme0330,-
494,Solyc07g025370.3,pme0330,-
499,Solyc07g039505.1,pme0330,-
500,Solyc07g039510.3,pme0330,-
501,Solyc07g041180.3,pme0330,-
503,Solyc07g041490.2,pme0330,-
508,Solyc07g049165.1,pme0330,-
511,Solyc07g052400.3,pme0330,-
513,Solyc07g053430.3,pme0330,-
514,Solyc07g053710.3,pme0330,-
516,Solyc07g053970.3,pme0330,-
517,Solyc07g054140.3,pme0330,-
519,Solyc07g054500.3,pme0330,-
520,Solyc07g054850.3,pme0330,-
522,Solyc07g056330.3,pme0330,-
523,Solyc07g061970.3,pme0330,-
527,Solyc07g062950.3,pme0330,-
530,Solyc07g063460.2,pme0330,-
531,Solyc07g064040.3,pme0330,-
534,Solyc07g064320.2,pme0330,-
537,Solyc07g065690.3,pme0330,-
541,Solyc07g066190.2,pme0330,-
544,Solyc08g005405.1,pme0330,-
545,Solyc08g005490.3,pme0330,-
548,Solyc08g006890.3,pme0330,-
549,Solyc08g007640.1,pme0330,-
552,Solyc08g013710.3,pme0330,-
554,Solyc08g014600.3,pme0330,-
556,Solyc08g041770.3,pme0330,-
559,Solyc08g061220.3,pme0330,-
560,Solyc08g061610.3,pme0330,-
561,Solyc08g061635.1,pme0330,-
562,Solyc08g061850.3,pme0330,-
564,Solyc08g062383.1,pme0330,-
566,Solyc08g065150.1,pme0330,-
567,Solyc08g066330.2,pme0330,-
572,Solyc08g067580.2,pme0330,-
576,Solyc08g074280.3,pme0330,-
582,Solyc08g075450.3,pme0330,-
583,Solyc08g075470.3,pme0330,-
584,Solyc08g075880.3,pme0330,-
585,Solyc08g076520.3,pme0330,-
587,Solyc08g077350.3,pme0330,-
588,Solyc08g077480.3,pme0330,-
589,Solyc08g077770.3,pme0330,-
595,Solyc08g081160.3,pme0330,-
601,Solyc08g082430.3,pme0330,-
602,Solyc08g082710.3,pme0330,-
610,Solyc09g007280.3,pme0330,-
614,Solyc09g009040.3,pme0330,-
615,Solyc09g009080.3,pme0330,-
617,Solyc09g010470.3,pme0330,-
618,Solyc09g010670.3,pme0330,-
620,Solyc09g011240.3,pme0330,-
623,Solyc09g018030.3,pme0330,-
624,Solyc09g018510.3,pme0330,-
625,Solyc09g018750.3,pme0330,-
626,Solyc09g031910.2,pme0330,-
629,Solyc09g065940.3,pme0330,-
634,Solyc09g072860.2,pme0330,-
636,Solyc09g072980.2,pme0330,-
638,Solyc09g075160.3,pme0330,-
643,Solyc09g082780.3,pme0330,-
644,Solyc09g082940.3,pme0330,-
646,Solyc09g083120.3,pme0330,-
648,Solyc09g090830.3,pme0330,-
650,Solyc09g091420.3,pme0330,-
655,Solyc09g097970.3,pme0330,-
656,Solyc09g097980.3,pme0330,-
663,Solyc10g007780.2,pme0330,-
665,Solyc10g008460.3,pme0330,-
667,Solyc10g009090.3,pme0330,-
668,Solyc10g017610.1,pme0330,-
671,Solyc10g018350.2,pme0330,-
672,Solyc10g045350.2,pme0330,-
673,Solyc10g045457.1,pme0330,-
675,Solyc10g046770.2,pme0330,-
676,Solyc10g051350.2,pme0330,-
677,Solyc10g061970.2,pme0330,-
678,Solyc10g074710.2,pme0330,-
684,Solyc10g079990.2,pme0330,-
685,Solyc10g080530.2,pme0330,-
687,Solyc10g080970.2,pme0330,-
688,Solyc10g081010.2,pme0330,-
689,Solyc10g081110.2,pme0330,-
690,Solyc10g081160.2,pme0330,-
694,Solyc10g083180.2,pme0330,-
696,Solyc10g083520.2,pme0330,-
697,Solyc10g084340.2,pme0330,-
698,Solyc10g084770.2,pme0330,-
702,Solyc10g085320.2,pme0330,-
704,Solyc10g085920.2,pme0330,-
705,Solyc10g086060.2,pme0330,-
706,Solyc10g086480.2,pme0330,-
708,Solyc10g086560.2,pme0330,-
710,Solyc11g005620.1,pme0330,-
714,Solyc11g006930.2,pme0330,-
718,Solyc11g007160.2,pme0330,-
722,Solyc11g008270.2,pme0330,-
725,Solyc11g009090.2,pme0330,-
727,Solyc11g010680.3,pme0330,-
728,Solyc11g010690.2,pme0330,-
732,Solyc11g012050.1,pme0330,-
733,Solyc11g012070.2,pme0330,-
734,Solyc11g012090.2,pme0330,-
737,Solyc11g013130.2,pme0330,-
742,Solyc11g018610.2,pme0330,-
747,Solyc11g027880.2,pme0330,-
749,Solyc11g040150.2,pme0330,-
751,Solyc11g042440.1,pme0330,-
753,Solyc11g045030.2,pme0330,-
754,Solyc11g062290.2,pme0330,-
756,Solyc11g065080.2,pme0330,-
758,Solyc11g066470.1,pme0330,-
762,Solyc11g069010.2,pme0330,-
763,Solyc11g069040.3,pme0330,-
764,Solyc11g069460.2,pme0330,-
765,Solyc11g069810.2,pme0330,-
766,Solyc11g070170.2,pme0330,-
767,Solyc11g071575.1,pme0330,-
768,Solyc11g072510.2,pme0330,-
771,Solyc11g073050.2,pme0330,-
772,Solyc11g073090.1,pme0330,-
774,Solyc12g005050.2,pme0330,-
775,Solyc12g005760.2,pme0330,-
776,Solyc12g006660.2,pme0330,-
777,Solyc12g006800.2,pme0330,-
780,Solyc12g009570.2,pme0330,-
781,Solyc12g009790.2,pme0330,-
782,Solyc12g010060.2,pme0330,-
793,Solyc12g020110.2,pme0330,-
796,Solyc12g036250.2,pme0330,-
799,Solyc12g042250.2,pme0330,-
800,Solyc12g044380.2,pme0330,-
801,Solyc12g044450.2,pme0330,-
803,Solyc12g049370.2,pme0330,-
804,Solyc12g049390.2,pme0330,-
806,Solyc12g056220.2,pme0330,-
808,Solyc12g056800.2,pme0330,-
811,Solyc12g076320.2,pme0330,-
812,Solyc12g088880.2,pme0330,-
816,Solyc12g094500.2,pme0330,-
819,Solyc12g098370.2,pme0330,-
820,Solyc12g098640.2,pme0330,-
828,Solyc12g099830.2,pme0330,-
829,Solyc12g100140.2,pme0330,-
830,Solyc00g072100.3,pme0371,-
833,Solyc01g005980.3,pme0371,-
834,Solyc01g006260.3,pme0371,-
836,Solyc01g008550.4,pme0371,-
841,Solyc01g056795.1,pme0371,-
844,Solyc01g065710.3,pme0371,-
849,Solyc01g087060.3,pme0371,-
850,Solyc01g087080.3,pme0371,-
859,Solyc01g098760.3,pme0371,-
878,Solyc02g022930.3,pme0371,-
879,Solyc02g031790.2,pme0371,-
892,Solyc02g077310.3,pme0371,-
893,Solyc02g077315.1,pme0371,-
897,Solyc02g083310.3,pme0371,-
898,Solyc02g085245.1,pme0371,-
900,Solyc02g086370.3,pme0371,-
901,Solyc02g087000.3,pme0371,-
902,Solyc02g087050.2,pme0371,-
912,Solyc02g093440.3,pme0371,-
914,Solyc02g094320.3,pme0371,-
916,Solyc03g007920.3,pme0371,-
917,Solyc03g007940.3,pme0371,-
919,Solyc03g026150.3,pme0371,-
920,Solyc03g031680.3,pme0371,-
924,Solyc03g058950.3,pme0371,-
927,Solyc03g096840.3,pme0371,-
929,Solyc03g097640.3,pme0371,-
936,Solyc03g112990.1,pme0371,-
938,Solyc03g117760.3,pme0371,-
941,Solyc03g120450.3,pme0371,-
946,Solyc03g123830.3,pme0371,-
947,Solyc04g005570.3,pme0371,-
949,Solyc04g007340.3,pme0371,-
950,Solyc04g045600.3,pme0371,-
951,Solyc04g056330.1,pme0371,-
952,Solyc04g071560.3,pme0371,-
953,Solyc04g071970.3,pme0371,-
963,Solyc04g079315.1,pme0371,-
965,Solyc04g080190.3,pme0371,-
967,Solyc04g081160.3,pme0371,-
973,Solyc05g009260.1,pme0371,-
977,Solyc05g012160.3,pme0371,-
978,Solyc05g012580.1,pme0371,-
984,Solyc05g050920.3,pme0371,-
986,Solyc05g051560.3,pme0371,-
987,Solyc05g051780.3,pme0371,-
988,Solyc05g053870.3,pme0371,-
990,Solyc05g054150.3,pme0371,-
992,Solyc05g055170.3,pme0371,-
993,Solyc05g056055.1,pme0371,-
995,Solyc06g005250.3,pme0371,-
997,Solyc06g008010.3,pme0371,-
999,Solyc06g008120.1,pme0371,-
1015,Solyc06g072160.3,pme0371,-
1025,Solyc06g084621.1,pme0371,-
1026,Solyc07g005120.3,pme0371,-
1029,Solyc07g006580.3,pme0371,-
1030,Solyc07g006960.3,pme0371,-
1031,Solyc07g017250.3,pme0371,-
1036,Solyc07g039510.3,pme0371,-
1041,Solyc07g049165.1,pme0371,-
1044,Solyc07g053970.3,pme0371,-
1048,Solyc07g061970.3,pme0371,-
1051,Solyc07g064320.2,pme0371,-
1055,Solyc07g065690.3,pme0371,-
1056,Solyc07g065700.3,pme0371,-
1062,Solyc08g013710.3,pme0371,-
1063,Solyc08g013770.3,pme0371,-
1065,Solyc08g014600.3,pme0371,-
1068,Solyc08g061610.3,pme0371,-
1069,Solyc08g061635.1,pme0371,-
1070,Solyc08g061850.3,pme0371,-
1072,Solyc08g066330.2,pme0371,-
1080,Solyc08g075470.3,pme0371,-
1081,Solyc08g075880.3,pme0371,-
1082,Solyc08g077350.3,pme0371,-
1090,Solyc09g010670.3,pme0371,-
1092,Solyc09g018030.3,pme0371,-
1093,Solyc09g018510.3,pme0371,-
1094,Solyc09g018750.3,pme0371,-
1095,Solyc09g047930.1,pme0371,-
1101,Solyc09g072860.2,pme0371,-
1104,Solyc09g072980.2,pme0371,-
1107,Solyc09g082780.3,pme0371,-
1108,Solyc09g082940.3,pme0371,-
1110,Solyc09g090830.3,pme0371,-
1112,Solyc09g091420.3,pme0371,-
1115,Solyc10g008100.3,pme0371,-
1116,Solyc10g008460.3,pme0371,-
1118,Solyc10g009090.3,pme0371,-
1119,Solyc10g017610.1,pme0371,-
1122,Solyc10g018350.2,pme0371,-
1123,Solyc10g045350.2,pme0371,-
1126,Solyc10g046770.2,pme0371,-
1127,Solyc10g051350.2,pme0371,-
1128,Solyc10g074710.2,pme0371,-
1132,Solyc10g079990.2,pme0371,-
1133,Solyc10g081110.2,pme0371,-
1136,Solyc10g084340.2,pme0371,-
1137,Solyc10g084770.2,pme0371,-
1138,Solyc10g085320.2,pme0371,-
1140,Solyc10g086060.2,pme0371,-
1141,Solyc10g086560.2,pme0371,-
1147,Solyc11g010680.3,pme0371,-
1151,Solyc11g012050.1,pme0371,-
1152,Solyc11g013130.2,pme0371,-
1157,Solyc11g018610.2,pme0371,-
1158,Solyc11g040150.2,pme0371,-
1159,Solyc11g042440.1,pme0371,-
1160,Solyc11g045030.2,pme0371,-
1162,Solyc11g062290.2,pme0371,-
1163,Solyc11g065080.2,pme0371,-
1168,Solyc11g069010.2,pme0371,-
1169,Solyc11g070170.2,pme0371,-
1170,Solyc11g071575.1,pme0371,-
1171,Solyc11g072510.2,pme0371,-
1172,Solyc11g073050.2,pme0371,-
1176,Solyc12g009790.2,pme0371,-
1179,Solyc12g036250.2,pme0371,-
1181,Solyc12g044380.2,pme0371,-
1183,Solyc12g049370.2,pme0371,-
1184,Solyc12g049390.2,pme0371,-
1185,Solyc12g055850.2,pme0371,-
1186,Solyc12g056220.2,pme0371,-
1190,Solyc12g094500.2,pme0371,-
1192,Solyc12g098370.2,pme0371,-
1198,Solyc01g005980.3,pme1201,-
1199,Solyc01g006260.3,pme1201,-
1201,Solyc01g056810.3,pme1201,-
1203,Solyc01g065710.3,pme1201,-
1204,Solyc01g066590.3,pme1201,-
1208,Solyc01g087060.3,pme1201,-
1209,Solyc01g087080.3,pme1201,-
1214,Solyc01g095300.3,pme1201,-
1219,Solyc01g098760.3,pme1201,-
1230,Solyc02g022930.3,pme1201,-
1232,Solyc02g031790.2,pme1201,-
1248,Solyc02g077310.3,pme1201,-
1253,Solyc02g086370.3,pme1201,-
1259,Solyc02g093440.3,pme1201,-
1260,Solyc02g094320.3,pme1201,-
1264,Solyc03g007920.3,pme1201,-
1266,Solyc03g026150.3,pme1201,-
1267,Solyc03g031680.3,pme1201,-
1269,Solyc03g033370.3,pme1201,-
1273,Solyc03g058950.3,pme1201,-
1286,Solyc03g112990.1,pme1201,-
1287,Solyc03g113790.3,pme1201,-
1291,Solyc03g118070.3,pme1201,-
1293,Solyc03g120450.3,pme1201,-
1297,Solyc03g123830.3,pme1201,-
1299,Solyc04g005570.3,pme1201,-
1301,Solyc04g008690.3,pme1201,-
1304,Solyc04g045600.3,pme1201,-
1306,Solyc04g056330.1,pme1201,-
1308,Solyc04g071560.3,pme1201,-
1309,Solyc04g071970.3,pme1201,-
1316,Solyc04g079310.3,pme1201,-
1317,Solyc04g079315.1,pme1201,-
1319,Solyc04g080190.3,pme1201,-
1320,Solyc04g081160.3,pme1201,-
1326,Solyc05g012160.3,pme1201,-
1327,Solyc05g012580.1,pme1201,-
1334,Solyc05g025905.1,pme1201,-
1337,Solyc05g050920.3,pme1201,-
1339,Solyc05g051560.3,pme1201,-
1340,Solyc05g051780.3,pme1201,-
1342,Solyc05g053870.3,pme1201,-
1343,Solyc05g053930.3,pme1201,-
1344,Solyc05g054150.3,pme1201,-
1346,Solyc05g056055.1,pme1201,-
1348,Solyc06g005250.3,pme1201,-
1351,Solyc06g008120.1,pme1201,-
1369,Solyc06g073210.3,pme1201,-
1371,Solyc06g076680.3,pme1201,-
1372,Solyc06g084621.1,pme1201,-
1373,Solyc07g005120.3,pme1201,-
1377,Solyc07g018350.2,pme1201,-
1382,Solyc07g053710.3,pme1201,-
1383,Solyc07g053970.3,pme1201,-
1388,Solyc07g061970.3,pme1201,-
1390,Solyc07g062300.3,pme1201,-
1398,Solyc08g014600.3,pme1201,-
1401,Solyc08g061610.3,pme1201,-
1402,Solyc08g061635.1,pme1201,-
1403,Solyc08g066330.2,pme1201,-
1410,Solyc08g075470.3,pme1201,-
1411,Solyc08g077480.3,pme1201,-
1412,Solyc08g077770.3,pme1201,-
1415,Solyc08g082430.3,pme1201,-
1419,Solyc09g018030.3,pme1201,-
1420,Solyc09g018510.3,pme1201,-
1421,Solyc09g018750.3,pme1201,-
1427,Solyc09g090830.3,pme1201,-
1429,Solyc09g091420.3,pme1201,-
1433,Solyc10g008460.3,pme1201,-
1434,Solyc10g009090.3,pme1201,-
1436,Solyc10g017610.1,pme1201,-
1438,Solyc10g018350.2,pme1201,-
1440,Solyc10g045350.2,pme1201,-
1442,Solyc10g046770.2,pme1201,-
1443,Solyc10g051350.2,pme1201,-
1444,Solyc10g074710.2,pme1201,-
1448,Solyc10g079990.2,pme1201,-
1449,Solyc10g081110.2,pme1201,-
1452,Solyc10g084340.2,pme1201,-
1453,Solyc10g084770.2,pme1201,-
1459,Solyc10g086060.2,pme1201,-
1465,Solyc11g013130.2,pme1201,-
1466,Solyc11g018610.2,pme1201,-
1468,Solyc11g040150.2,pme1201,-
1469,Solyc11g042440.1,pme1201,-
1470,Solyc11g044800.2,pme1201,-
1472,Solyc11g065080.2,pme1201,-
1473,Solyc11g069010.2,pme1201,-
1474,Solyc11g071575.1,pme1201,-
1475,Solyc11g072510.2,pme1201,-
1476,Solyc11g073050.2,pme1201,-
1478,Solyc12g009790.2,pme1201,-
1484,Solyc12g036250.2,pme1201,-
1486,Solyc12g044380.2,pme1201,-
1487,Solyc12g049390.2,pme1201,-
1488,Solyc12g056220.2,pme1201,-
1493,Solyc12g098370.2,pme1201,-
1496,Solyc00g072100.3,pme1580,-
1497,Solyc01g005980.3,pme1580,-
1498,Solyc01g006260.3,pme1580,-
1500,Solyc01g008550.4,pme1580,-
1502,Solyc01g056795.1,pme1580,-
1503,Solyc01g056810.3,pme1580,-
1505,Solyc01g065710.3,pme1580,-
1507,Solyc01g066590.3,pme1580,-
1511,Solyc01g087060.3,pme1580,-
1512,Solyc01g087080.3,pme1580,-
1517,Solyc01g098760.3,pme1580,-
1532,Solyc02g022930.3,pme1580,-
1534,Solyc02g031790.2,pme1580,-
1536,Solyc02g033030.3,pme1580,-
1546,Solyc02g077310.3,pme1580,-
1547,Solyc02g077315.1,pme1580,-
1553,Solyc02g083310.3,pme1580,-
1554,Solyc02g085245.1,pme1580,-
1555,Solyc02g085340.1,pme1580,-
1557,Solyc02g086370.3,pme1580,-
1558,Solyc02g087000.3,pme1580,-
1559,Solyc02g087050.2,pme1580,-
1561,Solyc02g093440.3,pme1580,-
1562,Solyc02g094320.3,pme1580,-
1564,Solyc03g007920.3,pme1580,-
1565,Solyc03g007940.3,pme1580,-
1567,Solyc03g026150.3,pme1580,-
1568,Solyc03g031680.3,pme1580,-
1571,Solyc03g058950.3,pme1580,-
1573,Solyc03g096840.3,pme1580,-
1575,Solyc03g097640.3,pme1580,-
1579,Solyc03g112990.1,pme1580,-
1581,Solyc03g117300.3,pme1580,-
1583,Solyc03g120450.3,pme1580,-
1585,Solyc03g123830.3,pme1580,-
1586,Solyc04g005570.3,pme1580,-
1588,Solyc04g007340.3,pme1580,-
1590,Solyc04g045600.3,pme1580,-
1591,Solyc04g056330.1,pme1580,-
1594,Solyc04g071560.3,pme1580,-
1595,Solyc04g071970.3,pme1580,-
1604,Solyc04g079315.1,pme1580,-
1605,Solyc04g080190.3,pme1580,-
1606,Solyc04g081160.3,pme1580,-
1609,Solyc05g009260.1,pme1580,-
1612,Solyc05g012160.3,pme1580,-
1613,Solyc05g012580.1,pme1580,-
1617,Solyc05g025905.1,pme1580,-
1618,Solyc05g050920.3,pme1580,-
1620,Solyc05g051560.3,pme1580,-
1621,Solyc05g051780.3,pme1580,-
1622,Solyc05g053870.3,pme1580,-
1624,Solyc05g054150.3,pme1580,-
1626,Solyc05g055170.3,pme1580,-
1627,Solyc05g056055.1,pme1580,-
1629,Solyc06g005250.3,pme1580,-
1630,Solyc06g008010.3,pme1580,-
1631,Solyc06g008120.1,pme1580,-
1634,Solyc06g018100.3,pme1580,-
1641,Solyc06g063230.3,pme1580,-
1645,Solyc06g073210.3,pme1580,-
1648,Solyc06g084621.1,pme1580,-
1649,Solyc07g005120.3,pme1580,-
1651,Solyc07g006580.3,pme1580,-
1652,Solyc07g006960.3,pme1580,-
1653,Solyc07g017250.3,pme1580,-
1654,Solyc07g017580.1,pme1580,-
1656,Solyc07g039510.3,pme1580,-
1659,Solyc07g049165.1,pme1580,-
1661,Solyc07g053710.3,pme1580,-
1662,Solyc07g053970.3,pme1580,-
1663,Solyc07g054140.3,pme1580,-
1664,Solyc07g056330.3,pme1580,-
1667,Solyc07g061970.3,pme1580,-
1669,Solyc07g064320.2,pme1580,-
1671,Solyc07g066190.2,pme1580,-
1675,Solyc08g013710.3,pme1580,-
1676,Solyc08g013770.3,pme1580,-
1677,Solyc08g014600.3,pme1580,-
1679,Solyc08g061610.3,pme1580,-
1680,Solyc08g061635.1,pme1580,-
1681,Solyc08g061850.3,pme1580,-
1682,Solyc08g066330.2,pme1580,-
1689,Solyc08g075470.3,pme1580,-
1690,Solyc08g075880.3,pme1580,-
1691,Solyc08g077350.3,pme1580,-
1692,Solyc08g077480.3,pme1580,-
1693,Solyc08g077770.3,pme1580,-
1698,Solyc09g010670.3,pme1580,-
1699,Solyc09g018030.3,pme1580,-
1700,Solyc09g018510.3,pme1580,-
1701,Solyc09g018750.3,pme1580,-
1702,Solyc09g047930.1,pme1580,-
1706,Solyc09g072860.2,pme1580,-
1707,Solyc09g072980.2,pme1580,-
1710,Solyc09g082780.3,pme1580,-
1711,Solyc09g082940.3,pme1580,-
1713,Solyc09g090830.3,pme1580,-
1715,Solyc09g091420.3,pme1580,-
1716,Solyc09g097970.3,pme1580,-
1719,Solyc10g008100.3,pme1580,-
1720,Solyc10g008460.3,pme1580,-
1722,Solyc10g009090.3,pme1580,-
1723,Solyc10g017610.1,pme1580,-
1726,Solyc10g018350.2,pme1580,-
1727,Solyc10g045350.2,pme1580,-
1728,Solyc10g046770.2,pme1580,-
1729,Solyc10g051350.2,pme1580,-
1730,Solyc10g074710.2,pme1580,-
1733,Solyc10g079990.2,pme1580,-
1734,Solyc10g080530.2,pme1580,-
1735,Solyc10g081110.2,pme1580,-
1736,Solyc10g081160.2,pme1580,-
1738,Solyc10g084340.2,pme1580,-
1739,Solyc10g084770.2,pme1580,-
