Index,Q1 (Da),Q3 (Da),Rt (min),Molecular Weight (Da),Ionization model,KEGG ID,Compound name,Class,R30,S30,L30,F30,R45,S45,L45,F45,R85,S85,L85,10DPA,20DPA,IMG,MG,Br,Br3,Br7,Br10,Br15,Cluster
pmf0485,814.09998,574.4,3.64,813.09998,[M+H]+,-,Acetyl hydroxy tomatidine-di-O-hexoside,Alkaloids,-0.6889128166667119,-0.7049621507390686,-0.7038119098322105,-0.6998556379573191,-0.7026049558012856,-0.7035931494141054,-0.704990198704901,-0.681744469800088,-0.6879438245952932,-0.704697306621601,-0.704990198704901,-0.6643945056055424,-0.6110416512839756,0.2310830930204483,0.8112439510673071,1.182930931045318,1.594392532496991,1.2919682554300114,2.1135199196618517,1.7384040930050764,6
pmf0491,1032.8,414.1,4.27,1031.8,[M+H]+,-,Dehydrotomatine isomer (25R),Alkaloids,0.9406752474618949,0.41347739400299927,0.529951338371825,1.691625678260903,0.21015884199075094,0.21015884199075094,0.8477004322201128,1.8244468428920195,0.5493636624332962,-0.3517768545255134,0.9488488575930404,0.41143399147021303,-0.24143311775504694,-0.5857464445295583,-0.8636491889885108,-0.8340198522631077,-1.0363167030089628,-1.5724033574854792,-1.5442044025330268,-1.5482912075985995,3
pmf0494,1032.7,414.2,3.61,1031.7,[M+H]+,-,Habrochaitoside A,Alkaloids,-0.04849765743762587,-0.3218230635997824,-0.6076121082829333,0.8064642130376,0.37023686480279805,-0.04084454606508544,-0.5344702295939402,2.08781371712579,3.294818710737873,0.4478612801528504,-0.37408288125798683,-0.5011245300421571,-0.5163214226247731,-0.5408113790169023,-0.5193826671737892,-0.5038577841037787,-0.6388171232536545,-0.6192011055042088,-0.630986897017921,-0.6093613908823712,3
pmf0495,1034.5,416.1,4.35,1033.5,[M+H]+,-,α-Tomatine,Alkaloids,0.032462446670801136,-0.6634266526323556,0.032462446670801136,1.3276925311795582,-0.3128827306781507,-0.9545563505265257,0.5411967401848483,1.4613745353146363,-0.19034089355432907,-1.0956651326691083,0.7186967345642021,1.609910095464723,1.3648264212170798,0.6592825105041673,0.4661862823090547,0.3154226887567165,-0.8305291578012032,-1.472054242089428,-1.4302414819071787,-1.5798167909783158,1
pmf0497,1050.5,432.0,3.69,1049.5,[M+H]+,-,Neorickiioside A,Alkaloids,3.0392743636365074,0.20262034645548985,-0.6379400077994872,1.106270162965496,1.8154336672607505,-0.3149029867793747,-0.6358054019337155,0.7386435971937089,1.025629496925233,-0.45981900722231794,-0.6011773512223085,-0.5727159396786863,-0.6377028293699569,-0.633907974497474,-0.604497849235731,-0.5708185122424447,-0.44962033475252006,-0.6234484057551929,-0.598094031638416,-0.5874210023095577,4
pmf0498,1050.5,432.1,4.12,1049.5,[M+H]+,-,Lycoperoside H,Alkaloids,-0.48744689177733197,-0.5910930980452801,-0.6126389984262115,-0.2192091198977932,-0.6290938110558422,-0.6066443729170008,-0.6457180370150809,0.0447933187415424,-0.4335387015097194,-0.5541262407384805,-0.6416477731729574,-0.5757068925716392,-0.5671145960084372,-0.43336494424858296,-0.34431434791610444,-0.07064666162604864,1.0274992287569054,1.3706698195015785,1.9127924742475937,3.0565496456788903,6
pmf0499,1067.0,273.0,4.51,1066.0,[M+H]+,-,Caffeoyl hydroxy tomatidine-di-O-hexosyl-O-pentoside,Alkaloids,-0.6174209245386374,-0.5589623687402182,-0.6577192780919857,-0.05307102048466621,-0.5387267148099961,-0.7582922076682603,-0.6805492466286465,-0.5930343672381134,-0.7022896030306031,-0.7681488736296566,-0.7557878293015116,-0.5497957904641346,-0.5915642556277981,0.8741370198565352,-0.18555401972013721,0.147659748330853,0.7046433554913021,1.5838723144553328,2.276796450404408,2.4238076114359353,6
pmf0501,1092.558,1032.5,4.54,1091.558,[M+H]+,-,Lycoperoside C,Alkaloids,0.09523877906723215,-0.6018520114800828,-0.6848409002886933,2.559504731303783,-0.10241051135212723,-0.5865322070419557,-0.672775562078355,3.1111764455264934,0.2031918051597336,-0.5771656944839298,-0.6251095384250114,0.2841565747291098,-0.23814556621843433,-0.19806006755908637,-0.030574122665572957,0.1730284596338876,-0.3643553540765795,-0.5810154898997286,-0.5485898934594442,-0.6148698763912374,9
pmf0502,1092.558,1032.6,3.67,1091.558,[M+H]+,-,Lycoperoside A,Alkaloids,-0.5224679443069004,-0.5278045061762136,-0.5287197399854311,-0.5245186786800556,-0.5226060653742168,-0.5280523971443972,-0.5288244212153972,-0.5195964800126917,-0.5171466484502906,-0.5268296622221543,-0.5275464378662278,-0.5227209239459851,-0.5091792437250935,-0.46740125562681956,-0.4477008297095893,-0.24059192403361526,1.8937420424973075,2.058760370291081,2.225959557042482,1.783245188644208,6
pmf0503,1094.54,1034.6,3.96,1093.54,[M+H]+,-,(Lycoperoside H) FA or (Hydroxy-α-Tomatine) FA III,Alkaloids,-0.567922623668347,-0.8896980728989299,-0.92109668013509,-0.5218354771935344,-0.7548676685239248,-0.8474128841815968,-0.9045164350853989,0.7803814200817039,-0.5438126476453061,-0.8560368371436845,-0.9140845718008197,-0.44459082324279214,-0.33980515821957635,-0.06068582041437324,0.2388342663334028,0.7275249341850375,2.1425950653835093,1.3274924144507063,2.0749016711649713,1.2746359285540398,6
pmf0505,1108.7,443.0,3.88,1107.7,[M+H]+,-,Esculeoside A lacking O27 glucosyl residue,Alkaloids,-0.6948287146696518,-0.7119539117249134,-0.7119355567441468,-0.6132958901043006,-0.6950673294196178,-0.7148723536668069,-0.6964439529771147,0.24443236112011532,-0.5352872218461416,-0.7136609249362097,-0.6746198808455969,-0.6259608268332724,-0.6290811735635987,0.5436185476161132,1.3457312071176533,2.8398266415209803,1.9826490397195629,0.18753192074357578,0.5619735283827388,0.3112444911106326,0
