,Gene,Metabolite,Direction
0,Solyc00g110870.3,pmb1318,-
1,Solyc01g005950.3,pmb1318,-
2,Solyc01g008470.3,pmb1318,-
3,Solyc01g010310.3,pmb1318,-
4,Solyc01g028800.2,pmb1318,-
5,Solyc01g059880.3,pmb1318,-
6,Solyc01g068130.3,pmb1318,-
7,Solyc01g087600.3,pmb1318,-
8,Solyc01g091330.3,pmb1318,-
9,Solyc01g091370.3,pmb1318,-
10,Solyc01g093970.4,pmb1318,-
11,Solyc01g095070.3,pmb1318,-
12,Solyc01g097120.3,pmb1318,-
13,Solyc01g097990.3,pmb1318,-
14,Solyc01g098600.3,pmb1318,-
15,Solyc01g099310.3,pmb1318,-
16,Solyc01g100290.3,pmb1318,-
17,Solyc01g101040.3,pmb1318,-
18,Solyc01g102265.1,pmb1318,-
19,Solyc01g103310.3,pmb1318,-
20,Solyc01g104685.1,pmb1318,-
21,Solyc01g106055.1,pmb1318,-
22,Solyc01g109310.3,pmb1318,+
23,Solyc01g110290.3,pmb1318,-
24,Solyc01g111210.3,pmb1318,-
25,Solyc01g111275.1,pmb1318,-
26,Solyc01g111765.1,pmb1318,-
27,Solyc01g112140.3,pmb1318,-
28,Solyc02g023950.3,pmb1318,-
29,Solyc02g062670.3,pmb1318,-
30,Solyc02g065770.3,pmb1318,-
31,Solyc02g069170.2,pmb1318,-
32,Solyc02g070260.3,pmb1318,-
33,Solyc02g071120.3,pmb1318,-
34,Solyc02g071240.3,pmb1318,-
35,Solyc02g072180.3,pmb1318,-
36,Solyc02g078780.3,pmb1318,-
37,Solyc02g080550.1,pmb1318,-
38,Solyc02g082420.3,pmb1318,-
39,Solyc02g082490.3,pmb1318,-
40,Solyc02g082830.2,pmb1318,-
41,Solyc02g084740.3,pmb1318,-
42,Solyc02g084770.3,pmb1318,-
43,Solyc02g085050.3,pmb1318,-
44,Solyc02g086940.3,pmb1318,-
45,Solyc02g088220.3,pmb1318,-
46,Solyc02g089550.3,pmb1318,-
47,Solyc02g089690.3,pmb1318,-
48,Solyc02g089980.3,pmb1318,-
49,Solyc02g090510.3,pmb1318,-
50,Solyc02g090620.3,pmb1318,-
51,Solyc02g092940.3,pmb1318,-
52,Solyc02g093310.3,pmb1318,-
53,Solyc02g093980.3,pmb1318,-
54,Solyc02g094570.3,pmb1318,-
55,Solyc03g005227.1,pmb1318,-
56,Solyc03g006240.3,pmb1318,-
57,Solyc03g007270.3,pmb1318,-
58,Solyc03g025200.3,pmb1318,-
59,Solyc03g025460.3,pmb1318,-
60,Solyc03g043910.3,pmb1318,-
61,Solyc03g063680.2,pmb1318,-
62,Solyc03g082580.3,pmb1318,-
63,Solyc03g083520.3,pmb1318,-
64,Solyc03g083560.1,pmb1318,-
65,Solyc03g093610.1,pmb1318,-
66,Solyc03g111380.3,pmb1318,-
67,Solyc03g112880.1,pmb1318,-
68,Solyc03g112960.1,pmb1318,-
69,Solyc03g113860.2,pmb1318,-
70,Solyc03g114500.3,pmb1318,-
71,Solyc03g114730.3,pmb1318,-
72,Solyc03g114970.3,pmb1318,-
73,Solyc03g115870.3,pmb1318,-
74,Solyc03g116500.3,pmb1318,-
75,Solyc03g116570.3,pmb1318,+
76,Solyc03g116740.3,pmb1318,-
77,Solyc03g117100.3,pmb1318,-
78,Solyc03g117540.3,pmb1318,-
79,Solyc03g119980.3,pmb1318,-
80,Solyc03g120060.2,pmb1318,-
81,Solyc03g120810.3,pmb1318,-
82,Solyc03g121070.3,pmb1318,-
83,Solyc03g121610.3,pmb1318,-
84,Solyc03g123740.3,pmb1318,-
85,Solyc03g123770.1,pmb1318,-
86,Solyc04g005900.3,pmb1318,-
87,Solyc04g008110.3,pmb1318,-
88,Solyc04g008200.3,pmb1318,-
89,Solyc04g009550.3,pmb1318,-
90,Solyc04g014570.3,pmb1318,-
91,Solyc04g026100.1,pmb1318,-
92,Solyc04g054990.3,pmb1318,-
93,Solyc04g055090.1,pmb1318,-
94,Solyc04g055160.3,pmb1318,-
95,Solyc04g055170.3,pmb1318,-
96,Solyc04g072800.3,pmb1318,-
97,Solyc04g074420.1,pmb1318,-
98,Solyc04g074510.3,pmb1318,-
99,Solyc04g075000.1,pmb1318,-
100,Solyc04g077150.3,pmb1318,-
101,Solyc04g077670.3,pmb1318,-
102,Solyc04g078000.3,pmb1318,-
103,Solyc04g079360.1,pmb1318,-
104,Solyc04g080670.3,pmb1318,-
105,Solyc04g080970.3,pmb1318,-
106,Solyc04g081150.3,pmb1318,-
107,Solyc04g081260.3,pmb1318,-
108,Solyc04g082340.3,pmb1318,-
109,Solyc04g082650.3,pmb1318,-
110,Solyc04g083160.2,pmb1318,-
111,Solyc05g005160.3,pmb1318,-
112,Solyc05g005190.3,pmb1318,-
113,Solyc05g007490.3,pmb1318,-
114,Solyc05g008140.3,pmb1318,-
115,Solyc05g008900.3,pmb1318,-
116,Solyc05g009330.3,pmb1318,-
117,Solyc05g010260.3,pmb1318,-
118,Solyc05g011980.3,pmb1318,-
119,Solyc05g012000.3,pmb1318,-
120,Solyc05g012680.3,pmb1318,-
121,Solyc05g013140.3,pmb1318,-
122,Solyc05g013253.1,pmb1318,-
123,Solyc05g014470.3,pmb1318,-
124,Solyc05g015980.3,pmb1318,-
125,Solyc05g032620.1,pmb1318,-
126,Solyc05g050900.3,pmb1318,-
127,Solyc05g052840.1,pmb1318,-
128,Solyc05g053320.1,pmb1318,-
129,Solyc05g053810.3,pmb1318,-
130,Solyc05g053930.3,pmb1318,-
131,Solyc05g056420.3,pmb1318,-
132,Solyc06g007120.3,pmb1318,-
133,Solyc06g009660.3,pmb1318,-
134,Solyc06g048630.3,pmb1318,-
135,Solyc06g051190.2,pmb1318,-
136,Solyc06g051630.4,pmb1318,-
137,Solyc06g051970.3,pmb1318,-
138,Solyc06g053780.3,pmb1318,-
139,Solyc06g054250.3,pmb1318,-
140,Solyc06g060740.2,pmb1318,-
141,Solyc06g065210.4,pmb1318,-
142,Solyc06g066310.3,pmb1318,-
143,Solyc06g068080.3,pmb1318,-
144,Solyc06g068380.3,pmb1318,-
145,Solyc06g068390.1,pmb1318,-
146,Solyc06g068560.3,pmb1318,-
147,Solyc06g069640.3,pmb1318,-
148,Solyc06g071390.3,pmb1318,-
149,Solyc06g071500.3,pmb1318,-
150,Solyc06g072160.3,pmb1318,-
151,Solyc06g072700.3,pmb1318,-
152,Solyc06g073240.3,pmb1318,-
153,Solyc06g074050.2,pmb1318,-
154,Solyc06g074467.1,pmb1318,-
155,Solyc06g075000.3,pmb1318,-
156,Solyc06g075010.3,pmb1318,-
157,Solyc06g075120.1,pmb1318,-
158,Solyc06g075180.1,pmb1318,-
159,Solyc06g076820.1,pmb1318,-
160,Solyc06g083170.3,pmb1318,-
161,Solyc06g083530.3,pmb1318,-
162,Solyc07g005180.3,pmb1318,-
163,Solyc07g005700.3,pmb1318,-
164,Solyc07g006790.3,pmb1318,-
165,Solyc07g007550.3,pmb1318,-
166,Solyc07g009330.3,pmb1318,-
167,Solyc07g016170.3,pmb1318,-
168,Solyc07g017800.3,pmb1318,+
169,Solyc07g017860.3,pmb1318,-
170,Solyc07g018400.3,pmb1318,-
171,Solyc07g041280.3,pmb1318,-
172,Solyc07g041970.3,pmb1318,-
173,Solyc07g044780.3,pmb1318,-
174,Solyc07g045350.3,pmb1318,-
175,Solyc07g048100.2,pmb1318,-
176,Solyc07g048110.3,pmb1318,-
177,Solyc07g053430.3,pmb1318,-
178,Solyc07g053480.3,pmb1318,-
179,Solyc07g054400.2,pmb1318,-
180,Solyc07g054740.3,pmb1318,-
181,Solyc07g055160.3,pmb1318,-
182,Solyc07g062310.3,pmb1318,-
183,Solyc07g062460.3,pmb1318,-
184,Solyc07g063530.3,pmb1318,+
185,Solyc07g063733.1,pmb1318,-
186,Solyc07g064230.3,pmb1318,-
187,Solyc07g065690.3,pmb1318,-
188,Solyc07g066350.1,pmb1318,-
189,Solyc08g006890.3,pmb1318,-
190,Solyc08g007000.3,pmb1318,-
191,Solyc08g007435.1,pmb1318,-
192,Solyc08g021960.3,pmb1318,-
193,Solyc08g059800.3,pmb1318,-
194,Solyc08g061970.3,pmb1318,-
195,Solyc08g062383.1,pmb1318,-
196,Solyc08g066600.3,pmb1318,-
197,Solyc08g066630.2,pmb1318,-
198,Solyc08g069000.3,pmb1318,-
199,Solyc08g074760.3,pmb1318,-
200,Solyc08g076210.3,pmb1318,-
201,Solyc08g076350.3,pmb1318,-
202,Solyc08g076690.2,pmb1318,-
203,Solyc08g077890.3,pmb1318,+
204,Solyc08g078300.3,pmb1318,-
205,Solyc08g078800.1,pmb1318,-
206,Solyc08g079250.3,pmb1318,-
207,Solyc08g079255.1,pmb1318,-
208,Solyc08g079545.1,pmb1318,-
209,Solyc08g080170.3,pmb1318,-
210,Solyc08g080470.3,pmb1318,-
211,Solyc08g080510.3,pmb1318,-
212,Solyc08g080680.3,pmb1318,-
213,Solyc08g081070.3,pmb1318,-
214,Solyc08g082450.3,pmb1318,-
215,Solyc08g082820.3,pmb1318,-
216,Solyc08g082860.3,pmb1318,-
217,Solyc08g083150.1,pmb1318,-
218,Solyc09g005310.3,pmb1318,-
219,Solyc09g005750.3,pmb1318,-
220,Solyc09g007550.3,pmb1318,-
221,Solyc09g007760.3,pmb1318,-
222,Solyc09g008060.3,pmb1318,-
223,Solyc09g009010.3,pmb1318,-
224,Solyc09g009620.1,pmb1318,-
225,Solyc09g010690.3,pmb1318,-
226,Solyc09g011670.3,pmb1318,-
227,Solyc09g018490.3,pmb1318,-
228,Solyc09g030450.3,pmb1318,-
229,Solyc09g042660.3,pmb1318,-
230,Solyc09g060090.3,pmb1318,-
231,Solyc09g065240.3,pmb1318,-
232,Solyc09g074340.3,pmb1318,-
233,Solyc09g075120.3,pmb1318,-
234,Solyc09g075290.3,pmb1318,-
235,Solyc09g089890.1,pmb1318,-
236,Solyc09g090190.3,pmb1318,-
237,Solyc09g092390.2,pmb1318,-
238,Solyc09g098115.1,pmb1318,-
239,Solyc09g098160.3,pmb1318,-
240,Solyc09g098300.3,pmb1318,-
241,Solyc09g098440.3,pmb1318,-
242,Solyc10g005510.3,pmb1318,-
243,Solyc10g006760.3,pmb1318,-
244,Solyc10g007290.3,pmb1318,-
245,Solyc10g007520.2,pmb1318,-
246,Solyc10g009130.3,pmb1318,-
247,Solyc10g039280.2,pmb1318,-
248,Solyc10g045380.2,pmb1318,-
249,Solyc10g045550.2,pmb1318,-
250,Solyc10g049890.2,pmb1318,-
251,Solyc10g054850.2,pmb1318,-
252,Solyc10g055770.2,pmb1318,-
253,Solyc10g074710.2,pmb1318,-
254,Solyc10g078530.2,pmb1318,-
255,Solyc10g079090.2,pmb1318,-
256,Solyc10g079280.2,pmb1318,-
257,Solyc10g083165.1,pmb1318,-
258,Solyc10g084250.1,pmb1318,-
259,Solyc10g086190.2,pmb1318,-
260,Solyc10g086760.2,pmb1318,-
261,Solyc11g005770.2,pmb1318,-
262,Solyc11g007640.1,pmb1318,-
263,Solyc11g008610.2,pmb1318,-
264,Solyc11g008870.2,pmb1318,-
265,Solyc11g010200.2,pmb1318,-
266,Solyc11g012270.2,pmb1318,-
267,Solyc11g012730.2,pmb1318,-
268,Solyc11g013270.2,pmb1318,-
269,Solyc11g027880.2,pmb1318,-
270,Solyc11g032090.2,pmb1318,-
271,Solyc11g044470.2,pmb1318,-
272,Solyc11g045030.2,pmb1318,-
273,Solyc11g062440.2,pmb1318,-
274,Solyc11g065670.1,pmb1318,-
275,Solyc11g065930.2,pmb1318,-
276,Solyc11g066770.2,pmb1318,-
277,Solyc11g066820.2,pmb1318,-
278,Solyc11g069780.2,pmb1318,-
279,Solyc11g070170.2,pmb1318,-
280,Solyc11g072180.2,pmb1318,-
281,Solyc12g005250.2,pmb1318,-
282,Solyc12g010870.2,pmb1318,+
283,Solyc12g014430.2,pmb1318,-
284,Solyc12g014440.2,pmb1318,-
285,Solyc12g014600.2,pmb1318,-
286,Solyc12g040640.2,pmb1318,-
287,Solyc12g042065.1,pmb1318,+
288,Solyc12g044910.2,pmb1318,-
289,Solyc12g055810.1,pmb1318,-
290,Solyc12g055830.2,pmb1318,-
291,Solyc12g057110.2,pmb1318,-
292,Solyc12g088910.2,pmb1318,-
293,Solyc12g095760.2,pmb1318,-
294,Solyc12g095790.2,pmb1318,-
295,Solyc12g096950.2,pmb1318,-
296,Solyc12g098960.2,pmb1318,-
297,Solyc12g099260.2,pmb1318,-
298,Solyc00g006800.3,pmb1587,-
299,Solyc00g007270.3,pmb1587,-
300,Solyc00g009100.3,pmb1587,+
301,Solyc00g009141.1,pmb1587,-
302,Solyc00g024150.3,pmb1587,+
303,Solyc00g272810.1,pmb1587,+
304,Solyc01g005520.3,pmb1587,+
305,Solyc01g005865.1,pmb1587,+
306,Solyc01g005870.2,pmb1587,+
307,Solyc01g006330.3,pmb1587,+
308,Solyc01g006560.3,pmb1587,+
309,Solyc01g007900.3,pmb1587,-
310,Solyc01g008150.1,pmb1587,+
311,Solyc01g008250.3,pmb1587,+
312,Solyc01g009080.3,pmb1587,+
313,Solyc01g009570.3,pmb1587,+
314,Solyc01g009670.3,pmb1587,+
315,Solyc01g010465.1,pmb1587,+
316,Solyc01g010640.3,pmb1587,+
317,Solyc01g011340.3,pmb1587,-
318,Solyc01g016360.2,pmb1587,+
319,Solyc01g017220.1,pmb1587,+
320,Solyc01g056780.3,pmb1587,+
321,Solyc01g057260.3,pmb1587,+
322,Solyc01g057830.3,pmb1587,+
323,Solyc01g066050.3,pmb1587,-
324,Solyc01g066520.3,pmb1587,-
325,Solyc01g067460.2,pmb1587,+
326,Solyc01g073900.3,pmb1587,-
327,Solyc01g079320.3,pmb1587,-
328,Solyc01g079425.1,pmb1587,-
329,Solyc01g079470.3,pmb1587,+
330,Solyc01g079540.3,pmb1587,-
331,Solyc01g079790.3,pmb1587,+
332,Solyc01g080040.3,pmb1587,-
333,Solyc01g080280.3,pmb1587,+
334,Solyc01g080800.3,pmb1587,+
335,Solyc01g080850.3,pmb1587,-
336,Solyc01g081490.3,pmb1587,+
337,Solyc01g087040.2,pmb1587,+
338,Solyc01g087520.3,pmb1587,+
339,Solyc01g087530.3,pmb1587,-
340,Solyc01g087690.2,pmb1587,+
341,Solyc01g087750.3,pmb1587,+
342,Solyc01g090970.3,pmb1587,+
343,Solyc01g091650.3,pmb1587,-
344,Solyc01g094170.3,pmb1587,-
345,Solyc01g095430.3,pmb1587,+
346,Solyc01g095480.3,pmb1587,-
347,Solyc01g096350.3,pmb1587,-
348,Solyc01g096660.3,pmb1587,+
349,Solyc01g097460.3,pmb1587,+
350,Solyc01g097910.2,pmb1587,+
351,Solyc01g098640.3,pmb1587,+
352,Solyc01g098870.3,pmb1587,-
353,Solyc01g099020.3,pmb1587,+
354,Solyc01g099350.3,pmb1587,-
355,Solyc01g099560.3,pmb1587,+
356,Solyc01g099710.3,pmb1587,-
357,Solyc01g099850.3,pmb1587,-
358,Solyc01g100570.3,pmb1587,-
359,Solyc01g100580.3,pmb1587,-
360,Solyc01g100820.3,pmb1587,-
361,Solyc01g100870.3,pmb1587,-
362,Solyc01g102410.3,pmb1587,-
363,Solyc01g103850.3,pmb1587,-
364,Solyc01g104775.1,pmb1587,-
365,Solyc01g105040.3,pmb1587,+
366,Solyc01g105050.3,pmb1587,+
367,Solyc01g106320.2,pmb1587,-
368,Solyc01g106370.3,pmb1587,-
369,Solyc01g106400.3,pmb1587,+
370,Solyc01g106870.3,pmb1587,-
371,Solyc01g107150.3,pmb1587,-
372,Solyc01g107600.3,pmb1587,-
373,Solyc01g107660.3,pmb1587,+
374,Solyc01g108290.3,pmb1587,-
375,Solyc01g109040.3,pmb1587,+
376,Solyc01g109410.3,pmb1587,-
377,Solyc01g109550.2,pmb1587,+
378,Solyc01g109560.3,pmb1587,-
379,Solyc01g110160.3,pmb1587,+
380,Solyc01g112060.3,pmb1587,+
381,Solyc01g112150.3,pmb1587,-
382,Solyc01g112210.3,pmb1587,-
383,Solyc02g014150.3,pmb1587,+
384,Solyc02g021000.3,pmb1587,+
385,Solyc02g021430.1,pmb1587,+
386,Solyc02g061980.3,pmb1587,-
387,Solyc02g062620.3,pmb1587,-
388,Solyc02g062910.2,pmb1587,-
389,Solyc02g063150.3,pmb1587,+
390,Solyc02g064950.3,pmb1587,+
391,Solyc02g065400.3,pmb1587,+
392,Solyc02g065580.3,pmb1587,-
393,Solyc02g067730.2,pmb1587,+
394,Solyc02g068090.3,pmb1587,+
395,Solyc02g068270.3,pmb1587,+
396,Solyc02g068760.3,pmb1587,+
397,Solyc02g069450.3,pmb1587,+
398,Solyc02g069455.1,pmb1587,+
399,Solyc02g069460.3,pmb1587,+
400,Solyc02g069790.3,pmb1587,-
401,Solyc02g070800.2,pmb1587,+
402,Solyc02g070880.1,pmb1587,-
403,Solyc02g071010.1,pmb1587,+
404,Solyc02g071020.3,pmb1587,+
405,Solyc02g071170.3,pmb1587,-
406,Solyc02g071580.3,pmb1587,+
407,Solyc02g072300.3,pmb1587,-
408,Solyc02g077990.3,pmb1587,+
409,Solyc02g078120.2,pmb1587,-
410,Solyc02g078270.3,pmb1587,-
411,Solyc02g078350.3,pmb1587,-
412,Solyc02g079940.3,pmb1587,+
413,Solyc02g079950.3,pmb1587,+
414,Solyc02g079980.3,pmb1587,+
415,Solyc02g080540.1,pmb1587,+
416,Solyc02g080800.3,pmb1587,-
417,Solyc02g080810.3,pmb1587,+
418,Solyc02g081060.3,pmb1587,+
419,Solyc02g081160.3,pmb1587,-
420,Solyc02g082800.3,pmb1587,-
421,Solyc02g082970.1,pmb1587,-
422,Solyc02g083410.3,pmb1587,+
423,Solyc02g083810.3,pmb1587,+
424,Solyc02g085290.3,pmb1587,+
425,Solyc02g085750.3,pmb1587,+
426,Solyc02g085950.3,pmb1587,+
427,Solyc02g086730.2,pmb1587,+
428,Solyc02g086740.1,pmb1587,+
429,Solyc02g086780.3,pmb1587,-
430,Solyc02g086820.3,pmb1587,+
431,Solyc02g086850.2,pmb1587,+
432,Solyc02g086910.3,pmb1587,+
433,Solyc02g087150.3,pmb1587,+
434,Solyc02g087230.3,pmb1587,+
435,Solyc02g087300.1,pmb1587,-
436,Solyc02g087550.3,pmb1587,-
437,Solyc02g089075.1,pmb1587,+
438,Solyc02g090100.1,pmb1587,+
439,Solyc02g091210.1,pmb1587,-
440,Solyc02g093830.3,pmb1587,-
441,Solyc02g093900.3,pmb1587,-
442,Solyc02g094440.3,pmb1587,-
443,Solyc03g005190.3,pmb1587,+
444,Solyc03g005230.3,pmb1587,+
445,Solyc03g006310.3,pmb1587,-
446,Solyc03g006550.3,pmb1587,+
447,Solyc03g006860.3,pmb1587,-
448,Solyc03g007120.3,pmb1587,-
449,Solyc03g007320.3,pmb1587,-
450,Solyc03g007680.3,pmb1587,-
451,Solyc03g019840.3,pmb1587,-
452,Solyc03g025310.3,pmb1587,+
453,Solyc03g025550.3,pmb1587,-
454,Solyc03g026330.3,pmb1587,+
455,Solyc03g031690.3,pmb1587,-
456,Solyc03g031790.1,pmb1587,-
457,Solyc03g033270.3,pmb1587,+
458,Solyc03g033580.3,pmb1587,-
459,Solyc03g034170.3,pmb1587,+
460,Solyc03g034190.3,pmb1587,+
461,Solyc03g034220.3,pmb1587,+
462,Solyc03g044140.3,pmb1587,-
463,Solyc03g044630.2,pmb1587,+
464,Solyc03g046350.3,pmb1587,-
465,Solyc03g053110.3,pmb1587,+
466,Solyc03g058160.3,pmb1587,+
467,Solyc03g059180.3,pmb1587,+
468,Solyc03g060510.3,pmb1587,+
469,Solyc03g062700.3,pmb1587,+
470,Solyc03g062710.3,pmb1587,+
471,Solyc03g062720.3,pmb1587,+
472,Solyc03g063880.3,pmb1587,-
473,Solyc03g079920.3,pmb1587,-
474,Solyc03g079950.3,pmb1587,-
475,Solyc03g082400.3,pmb1587,-
476,Solyc03g082440.1,pmb1587,-
477,Solyc03g082590.3,pmb1587,-
478,Solyc03g082890.3,pmb1587,+
479,Solyc03g083570.3,pmb1587,+
480,Solyc03g093240.3,pmb1587,+
481,Solyc03g097140.3,pmb1587,-
482,Solyc03g097675.1,pmb1587,-
483,Solyc03g097950.3,pmb1587,+
484,Solyc03g097955.1,pmb1587,+
485,Solyc03g098400.2,pmb1587,-
486,Solyc03g111270.2,pmb1587,-
487,Solyc03g111530.3,pmb1587,+
488,Solyc03g111610.3,pmb1587,+
489,Solyc03g111840.3,pmb1587,+
490,Solyc03g113240.3,pmb1587,+
491,Solyc03g114450.3,pmb1587,+
492,Solyc03g114810.3,pmb1587,-
493,Solyc03g114930.3,pmb1587,+
494,Solyc03g115820.3,pmb1587,+
495,Solyc03g115900.3,pmb1587,+
496,Solyc03g116600.3,pmb1587,-
497,Solyc03g116870.3,pmb1587,+
498,Solyc03g117320.3,pmb1587,-
499,Solyc03g117740.3,pmb1587,+
500,Solyc03g118020.3,pmb1587,-
501,Solyc03g118240.3,pmb1587,+
502,Solyc03g118640.3,pmb1587,-
503,Solyc03g119170.3,pmb1587,-
504,Solyc03g119860.3,pmb1587,+
505,Solyc03g119960.3,pmb1587,+
506,Solyc03g120010.3,pmb1587,-
507,Solyc03g120270.3,pmb1587,-
508,Solyc03g120630.3,pmb1587,+
509,Solyc03g120640.3,pmb1587,+
510,Solyc03g120885.1,pmb1587,+
511,Solyc03g123800.2,pmb1587,-
512,Solyc04g005450.3,pmb1587,-
513,Solyc04g007230.3,pmb1587,-
514,Solyc04g007790.3,pmb1587,+
515,Solyc04g007860.3,pmb1587,-
516,Solyc04g008380.3,pmb1587,-
517,Solyc04g009030.3,pmb1587,+
518,Solyc04g009135.1,pmb1587,+
519,Solyc04g009540.1,pmb1587,+
520,Solyc04g010190.1,pmb1587,+
521,Solyc04g011800.1,pmb1587,+
522,Solyc04g011830.1,pmb1587,+
523,Solyc04g011840.1,pmb1587,+
524,Solyc04g011870.1,pmb1587,+
525,Solyc04g015040.3,pmb1587,+
526,Solyc04g039850.1,pmb1587,+
527,Solyc04g045630.3,pmb1587,-
528,Solyc04g045660.3,pmb1587,-
529,Solyc04g047860.1,pmb1587,+
530,Solyc04g050470.3,pmb1587,+
531,Solyc04g051680.3,pmb1587,+
532,Solyc04g054520.3,pmb1587,+
533,Solyc04g055110.3,pmb1587,-
534,Solyc04g055230.2,pmb1587,+
535,Solyc04g064930.3,pmb1587,+
536,Solyc04g071710.3,pmb1587,-
537,Solyc04g071880.3,pmb1587,-
538,Solyc04g071930.3,pmb1587,+
539,Solyc04g074150.2,pmb1587,-
540,Solyc04g076060.3,pmb1587,-
541,Solyc04g076250.3,pmb1587,-
542,Solyc04g077120.3,pmb1587,+
543,Solyc04g077600.3,pmb1587,-
544,Solyc04g078850.3,pmb1587,+
545,Solyc04g080020.3,pmb1587,-
546,Solyc04g080350.3,pmb1587,-
547,Solyc04g080630.3,pmb1587,+
548,Solyc04g080870.1,pmb1587,+
549,Solyc04g081030.3,pmb1587,-
550,Solyc04g081320.3,pmb1587,+
551,Solyc04g082010.1,pmb1587,+
552,Solyc04g082090.3,pmb1587,-
553,Solyc04g082250.3,pmb1587,+
554,Solyc04g082255.1,pmb1587,+
555,Solyc04g082260.3,pmb1587,-
556,Solyc04g082390.3,pmb1587,-
557,Solyc04g082670.3,pmb1587,-
558,Solyc04g082790.3,pmb1587,-
559,Solyc04g082880.3,pmb1587,-
560,Solyc05g005873.1,pmb1587,+
561,Solyc05g006080.1,pmb1587,-
562,Solyc05g006110.3,pmb1587,+
563,Solyc05g007260.3,pmb1587,-
564,Solyc05g007780.3,pmb1587,+
565,Solyc05g007910.3,pmb1587,+
566,Solyc05g008190.3,pmb1587,-
567,Solyc05g008260.3,pmb1587,-
568,Solyc05g008270.3,pmb1587,+
569,Solyc05g008600.3,pmb1587,-
570,Solyc05g008830.3,pmb1587,-
571,Solyc05g009130.3,pmb1587,-
572,Solyc05g009400.2,pmb1587,-
573,Solyc05g009780.3,pmb1587,+
574,Solyc05g010140.3,pmb1587,-
575,Solyc05g010160.3,pmb1587,-
576,Solyc05g012150.3,pmb1587,-
577,Solyc05g012260.3,pmb1587,-
578,Solyc05g012600.3,pmb1587,+
579,Solyc05g013030.1,pmb1587,-
580,Solyc05g013140.3,pmb1587,-
581,Solyc05g013340.3,pmb1587,-
582,Solyc05g014310.3,pmb1587,+
583,Solyc05g015220.3,pmb1587,-
584,Solyc05g018410.2,pmb1587,-
585,Solyc05g018610.2,pmb1587,-
586,Solyc05g023990.2,pmb1587,+
587,Solyc05g024020.1,pmb1587,+
588,Solyc05g024430.3,pmb1587,+
589,Solyc05g025590.3,pmb1587,+
590,Solyc05g025710.1,pmb1587,+
591,Solyc05g026260.1,pmb1587,+
592,Solyc05g026490.3,pmb1587,+
593,Solyc05g026540.3,pmb1587,-
594,Solyc05g026550.3,pmb1587,+
595,Solyc05g032660.3,pmb1587,+
596,Solyc05g050000.3,pmb1587,-
597,Solyc05g050200.3,pmb1587,-
598,Solyc05g050230.3,pmb1587,-
599,Solyc05g050680.3,pmb1587,-
600,Solyc05g051330.1,pmb1587,-
601,Solyc05g051790.3,pmb1587,-
602,Solyc05g052180.3,pmb1587,-
603,Solyc05g052600.3,pmb1587,+
604,Solyc05g052710.3,pmb1587,+
605,Solyc05g054100.3,pmb1587,-
606,Solyc05g054140.3,pmb1587,-
607,Solyc05g055185.1,pmb1587,+
608,Solyc05g055430.3,pmb1587,+
609,Solyc05g055770.3,pmb1587,-
610,Solyc05g055850.3,pmb1587,+
611,Solyc05g056050.3,pmb1587,+
612,Solyc05g056070.3,pmb1587,+
613,Solyc05g056300.3,pmb1587,+
614,Solyc05g056570.3,pmb1587,-
615,Solyc05g056580.3,pmb1587,-
616,Solyc06g005370.3,pmb1587,-
617,Solyc06g005710.3,pmb1587,+
618,Solyc06g007200.3,pmb1587,-
619,Solyc06g007760.3,pmb1587,+
620,Solyc06g009580.1,pmb1587,+
621,Solyc06g034120.3,pmb1587,-
622,Solyc06g034310.3,pmb1587,+
623,Solyc06g048730.3,pmb1587,+
624,Solyc06g050210.3,pmb1587,-
625,Solyc06g050720.3,pmb1587,-
626,Solyc06g051200.3,pmb1587,+
627,Solyc06g051620.3,pmb1587,-
628,Solyc06g053140.3,pmb1587,+
629,Solyc06g053300.3,pmb1587,-
630,Solyc06g054260.1,pmb1587,+
631,Solyc06g054490.3,pmb1587,-
632,Solyc06g061070.3,pmb1587,+
633,Solyc06g061090.3,pmb1587,+
634,Solyc06g061150.3,pmb1587,-
635,Solyc06g063370.3,pmb1587,+
636,Solyc06g065290.3,pmb1587,-
637,Solyc06g065390.3,pmb1587,+
638,Solyc06g065490.3,pmb1587,+
639,Solyc06g065990.1,pmb1587,+
640,Solyc06g066000.2,pmb1587,+
641,Solyc06g066620.3,pmb1587,+
642,Solyc06g066640.3,pmb1587,+
643,Solyc06g068030.3,pmb1587,-
644,Solyc06g068220.3,pmb1587,+
645,Solyc06g068410.3,pmb1587,-
646,Solyc06g068480.3,pmb1587,+
647,Solyc06g069010.3,pmb1587,-
648,Solyc06g069180.3,pmb1587,-
649,Solyc06g069330.3,pmb1587,-
650,Solyc06g069490.3,pmb1587,-
651,Solyc06g069520.3,pmb1587,-
652,Solyc06g069600.2,pmb1587,+
653,Solyc06g071015.1,pmb1587,+
654,Solyc06g071780.3,pmb1587,+
655,Solyc06g072018.1,pmb1587,-
656,Solyc06g072465.1,pmb1587,+
657,Solyc06g072540.1,pmb1587,+
658,Solyc06g072710.3,pmb1587,+
659,Solyc06g073090.3,pmb1587,+
660,Solyc06g073260.3,pmb1587,+
661,Solyc06g073270.3,pmb1587,-
662,Solyc06g073290.1,pmb1587,+
663,Solyc06g073360.3,pmb1587,-
664,Solyc06g074080.3,pmb1587,-
