,Gene1,Gene2,Direction
686,Solyc04g016270.2,Solyc04g079080.2,+
687,Solyc04g016270.2,Solyc07g055235.1,+
688,Solyc04g016270.2,Solyc08g062370.3,+
689,Solyc04g016270.2,Solyc08g080100.3,+
690,Solyc04g016270.2,Solyc08g081700.1,+
691,Solyc04g016270.2,Solyc09g018630.3,+
692,Solyc04g049080.3,Solyc04g077010.3,+
693,Solyc04g049080.3,Solyc04g078630.3,+
694,Solyc04g049080.3,Solyc04g078930.3,+
695,Solyc04g049080.3,Solyc04g079080.2,+
696,Solyc04g049080.3,Solyc04g080310.1,+
697,Solyc04g049080.3,Solyc05g007470.3,+
698,Solyc04g049080.3,Solyc05g014240.3,+
699,Solyc04g049080.3,Solyc05g056440.2,+
700,Solyc04g049080.3,Solyc06g010010.2,+
701,Solyc04g049080.3,Solyc06g075190.1,+
702,Solyc04g049080.3,Solyc06g076070.1,+
703,Solyc04g049080.3,Solyc06g083330.2,+
704,Solyc04g049080.3,Solyc07g006670.1,+
705,Solyc04g049080.3,Solyc09g010680.3,+
706,Solyc04g049080.3,Solyc09g011640.4,+
707,Solyc04g049080.3,Solyc09g064742.1,+
708,Solyc04g049080.3,Solyc10g085860.1,+
709,Solyc04g049080.3,Solyc12g010710.1,+
710,Solyc04g049080.3,Solyc12g049360.2,+
711,Solyc04g049080.3,Solyc12g094390.1,+
712,Solyc04g049080.3,Solyc12g098910.2,+
713,Solyc04g076280.3,Solyc04g077010.3,+
714,Solyc04g076280.3,Solyc04g078930.3,+
715,Solyc04g076280.3,Solyc05g005740.3,+
716,Solyc04g076280.3,Solyc05g014240.3,+
717,Solyc04g076280.3,Solyc06g083330.2,+
718,Solyc04g076280.3,Solyc08g080100.3,+
719,Solyc04g076280.3,Solyc09g010680.3,+
720,Solyc04g076280.3,Solyc09g011640.4,+
721,Solyc04g076280.3,Solyc10g050510.1,+
722,Solyc04g076280.3,Solyc10g078600.2,+
723,Solyc04g076280.3,Solyc11g071450.2,+
724,Solyc04g076280.3,Solyc12g056460.2,+
725,Solyc04g076280.3,Solyc12g088880.2,+
726,Solyc04g077010.3,Solyc04g078930.3,+
727,Solyc04g077010.3,Solyc04g080310.1,+
728,Solyc04g077010.3,Solyc05g014240.3,+
729,Solyc04g077010.3,Solyc08g075450.3,+
730,Solyc04g077010.3,Solyc08g076497.1,+
731,Solyc04g077010.3,Solyc09g010680.3,+
732,Solyc04g077010.3,Solyc09g011640.4,+
733,Solyc04g077010.3,Solyc09g018630.3,+
734,Solyc04g077010.3,Solyc10g078600.2,+
735,Solyc04g077010.3,Solyc11g071450.2,+
736,Solyc04g077010.3,Solyc12g056460.2,+
737,Solyc04g077010.3,Solyc12g088880.2,+
738,Solyc04g077230.1,Solyc04g079080.2,+
739,Solyc04g077230.1,Solyc05g008990.3,+
740,Solyc04g077230.1,Solyc05g056440.2,+
741,Solyc04g077230.1,Solyc07g055235.1,+
742,Solyc04g077230.1,Solyc08g081700.1,+
743,Solyc04g077230.1,Solyc12g088400.1,+
744,Solyc04g077230.1,Solyc12g098910.2,+
745,Solyc04g078630.3,Solyc04g078930.3,+
746,Solyc04g078630.3,Solyc04g080310.1,+
747,Solyc04g078630.3,Solyc05g007470.3,+
748,Solyc04g078630.3,Solyc05g013750.3,+
749,Solyc04g078630.3,Solyc06g010010.2,+
750,Solyc04g078630.3,Solyc06g075190.1,+
751,Solyc04g078630.3,Solyc06g076070.1,+
752,Solyc04g078630.3,Solyc09g010680.3,+
753,Solyc04g078630.3,Solyc09g011640.4,+
754,Solyc04g078630.3,Solyc09g064742.1,+
755,Solyc04g078630.3,Solyc10g050510.1,+
756,Solyc04g078630.3,Solyc10g078600.2,+
757,Solyc04g078630.3,Solyc10g085860.1,+
758,Solyc04g078630.3,Solyc12g010710.1,+
759,Solyc04g078630.3,Solyc12g094390.1,+
760,Solyc04g078930.3,Solyc04g080310.1,+
761,Solyc04g078930.3,Solyc05g007470.3,+
762,Solyc04g078930.3,Solyc05g013750.3,+
763,Solyc04g078930.3,Solyc06g075190.1,+
764,Solyc04g078930.3,Solyc06g076070.1,+
765,Solyc04g078930.3,Solyc06g083330.2,+
766,Solyc04g078930.3,Solyc09g010680.3,+
767,Solyc04g078930.3,Solyc09g011640.4,+
768,Solyc04g078930.3,Solyc10g050510.1,+
769,Solyc04g078930.3,Solyc10g078600.2,+
770,Solyc04g078930.3,Solyc10g085860.1,+
771,Solyc04g078930.3,Solyc11g069040.3,+
772,Solyc04g078930.3,Solyc11g071450.2,+
773,Solyc04g078930.3,Solyc12g010710.1,+
774,Solyc04g078930.3,Solyc12g056460.2,+
775,Solyc04g078930.3,Solyc12g088880.2,+
776,Solyc04g078930.3,Solyc12g098910.2,+
777,Solyc04g079080.2,Solyc05g007470.3,+
778,Solyc04g079080.2,Solyc05g008990.3,+
779,Solyc04g079080.2,Solyc05g056440.2,+
780,Solyc04g079080.2,Solyc06g010010.2,+
781,Solyc04g079080.2,Solyc06g076070.1,+
782,Solyc04g079080.2,Solyc06g083330.2,+
783,Solyc04g079080.2,Solyc07g006670.1,+
784,Solyc04g079080.2,Solyc07g055235.1,+
785,Solyc04g079080.2,Solyc08g080100.3,+
786,Solyc04g079080.2,Solyc09g010680.3,+
787,Solyc04g079080.2,Solyc10g085860.1,+
788,Solyc04g080310.1,Solyc05g007470.3,+
789,Solyc04g080310.1,Solyc05g009640.3,+
790,Solyc04g080310.1,Solyc05g056440.2,+
791,Solyc04g080310.1,Solyc06g010010.2,+
792,Solyc04g080310.1,Solyc06g075190.1,+
793,Solyc04g080310.1,Solyc06g076070.1,+
794,Solyc04g080310.1,Solyc07g055235.1,+
795,Solyc04g080310.1,Solyc08g062370.3,+
796,Solyc04g080310.1,Solyc08g081700.1,+
797,Solyc04g080310.1,Solyc09g010680.3,+
798,Solyc04g080310.1,Solyc09g011640.4,+
799,Solyc04g080310.1,Solyc09g018630.3,+
800,Solyc04g080310.1,Solyc09g064742.1,+
801,Solyc04g080310.1,Solyc10g085860.1,+
802,Solyc04g080310.1,Solyc11g071450.2,+
803,Solyc04g080310.1,Solyc12g010710.1,+
804,Solyc04g080310.1,Solyc12g013570.2,+
805,Solyc04g080310.1,Solyc12g049360.2,+
806,Solyc04g080310.1,Solyc12g094390.1,+
807,Solyc04g080310.1,Solyc12g098910.2,+
808,Solyc05g005740.3,Solyc05g014240.3,+
809,Solyc05g005740.3,Solyc06g075190.1,+
810,Solyc05g005740.3,Solyc06g076070.1,+
811,Solyc05g005740.3,Solyc07g006670.1,+
812,Solyc05g005740.3,Solyc08g075450.3,+
813,Solyc05g005740.3,Solyc08g080100.3,+
814,Solyc05g005740.3,Solyc10g050510.1,+
815,Solyc05g005740.3,Solyc10g076500.2,+
816,Solyc05g005740.3,Solyc12g088400.1,+
817,Solyc05g005740.3,Solyc12g088880.2,+
818,Solyc05g005740.3,Solyc12g094390.1,+
819,Solyc05g007470.3,Solyc05g009640.3,+
820,Solyc05g007470.3,Solyc05g056440.2,+
821,Solyc05g007470.3,Solyc06g010010.2,+
822,Solyc05g007470.3,Solyc06g075190.1,+
823,Solyc05g007470.3,Solyc06g076070.1,+
824,Solyc05g007470.3,Solyc09g011640.4,+
825,Solyc05g007470.3,Solyc09g064742.1,+
826,Solyc05g007470.3,Solyc10g085860.1,+
827,Solyc05g007470.3,Solyc12g010710.1,+
828,Solyc05g007470.3,Solyc12g013570.2,+
829,Solyc05g007470.3,Solyc12g049360.2,+
830,Solyc05g007470.3,Solyc12g094390.1,+
831,Solyc05g007470.3,Solyc12g098910.2,+
832,Solyc05g008770.3,Solyc05g008990.3,+
833,Solyc05g008770.3,Solyc08g075450.3,+
834,Solyc05g008770.3,Solyc08g075470.3,+
835,Solyc05g008770.3,Solyc08g076493.1,+
836,Solyc05g008770.3,Solyc09g011640.4,+
837,Solyc05g008770.3,Solyc10g078600.2,+
838,Solyc05g008770.3,Solyc11g069040.3,+
839,Solyc05g008770.3,Solyc11g071450.2,+
840,Solyc05g008770.3,Solyc12g056460.2,+
841,Solyc05g008770.3,Solyc12g088880.2,+
842,Solyc05g008990.3,Solyc06g083330.2,+
843,Solyc05g008990.3,Solyc08g075450.3,+
844,Solyc05g008990.3,Solyc08g076493.1,+
845,Solyc05g008990.3,Solyc08g076497.1,+
846,Solyc05g008990.3,Solyc08g080100.3,+
847,Solyc05g008990.3,Solyc09g011640.4,+
848,Solyc05g008990.3,Solyc09g018630.3,+
849,Solyc05g008990.3,Solyc10g078600.2,+
850,Solyc05g008990.3,Solyc12g088400.1,+
851,Solyc05g009640.3,Solyc06g010010.2,+
852,Solyc05g009640.3,Solyc06g076070.1,+
853,Solyc05g009640.3,Solyc08g081700.1,+
854,Solyc05g009640.3,Solyc09g064742.1,+
855,Solyc05g009640.3,Solyc11g071450.2,+
856,Solyc05g009640.3,Solyc12g013570.2,+
857,Solyc05g009640.3,Solyc12g049360.2,+
858,Solyc05g009640.3,Solyc12g098910.2,+
859,Solyc05g013750.3,Solyc08g076497.1,+
860,Solyc05g013750.3,Solyc10g050510.1,+
861,Solyc05g013750.3,Solyc10g076500.2,+
862,Solyc05g013750.3,Solyc10g085860.1,+
863,Solyc05g013750.3,Solyc11g071450.2,+
864,Solyc05g013750.3,Solyc12g056460.2,+
865,Solyc05g013750.3,Solyc12g088400.1,+
866,Solyc05g014240.3,Solyc05g053510.2,+
867,Solyc05g014240.3,Solyc08g075450.3,+
868,Solyc05g014240.3,Solyc08g075470.3,+
869,Solyc05g014240.3,Solyc09g010680.3,+
870,Solyc05g014240.3,Solyc10g078600.2,+
871,Solyc05g014240.3,Solyc11g071450.2,+
872,Solyc05g014240.3,Solyc12g056460.2,+
873,Solyc05g014240.3,Solyc12g088880.2,+
874,Solyc05g056440.2,Solyc06g010010.2,+
875,Solyc05g056440.2,Solyc06g076070.1,+
876,Solyc05g056440.2,Solyc07g055235.1,+
877,Solyc05g056440.2,Solyc09g010680.3,+
878,Solyc05g056440.2,Solyc09g064742.1,+
879,Solyc05g056440.2,Solyc10g085860.1,+
880,Solyc05g056440.2,Solyc12g010710.1,+
881,Solyc05g056440.2,Solyc12g094390.1,+
882,Solyc06g010010.2,Solyc06g075190.1,+
883,Solyc06g010010.2,Solyc06g076070.1,+
884,Solyc06g010010.2,Solyc07g006670.1,+
885,Solyc06g010010.2,Solyc08g080100.3,+
886,Solyc06g010010.2,Solyc09g011640.4,+
887,Solyc06g010010.2,Solyc09g064742.1,+
888,Solyc06g010010.2,Solyc10g085860.1,+
889,Solyc06g010010.2,Solyc12g010710.1,+
890,Solyc06g010010.2,Solyc12g013570.2,+
891,Solyc06g010010.2,Solyc12g049360.2,+
892,Solyc06g010010.2,Solyc12g094390.1,+
893,Solyc06g010010.2,Solyc12g098910.2,+
894,Solyc06g075190.1,Solyc06g076070.1,+
895,Solyc06g075190.1,Solyc08g062370.3,+
896,Solyc06g075190.1,Solyc08g075470.3,+
897,Solyc06g075190.1,Solyc09g011640.4,+
898,Solyc06g075190.1,Solyc09g064742.1,+
899,Solyc06g075190.1,Solyc10g050510.1,+
900,Solyc06g075190.1,Solyc10g078600.2,+
901,Solyc06g075190.1,Solyc10g085860.1,+
902,Solyc06g075190.1,Solyc11g069040.3,+
903,Solyc06g075190.1,Solyc11g071450.2,+
904,Solyc06g075190.1,Solyc12g010710.1,+
905,Solyc06g075190.1,Solyc12g013570.2,+
906,Solyc06g075190.1,Solyc12g049360.2,+
907,Solyc06g075190.1,Solyc12g094390.1,+
908,Solyc06g076070.1,Solyc06g083330.2,+
909,Solyc06g076070.1,Solyc07g006670.1,+
910,Solyc06g076070.1,Solyc08g080100.3,+
911,Solyc06g076070.1,Solyc09g010680.3,+
912,Solyc06g076070.1,Solyc09g011640.4,+
913,Solyc06g076070.1,Solyc09g064742.1,+
914,Solyc06g076070.1,Solyc10g050510.1,+
915,Solyc06g076070.1,Solyc10g085860.1,+
916,Solyc06g076070.1,Solyc11g071450.2,+
917,Solyc06g076070.1,Solyc12g010710.1,+
918,Solyc06g076070.1,Solyc12g049360.2,+
919,Solyc06g076070.1,Solyc12g094390.1,+
920,Solyc06g076070.1,Solyc12g098910.2,+
921,Solyc06g083330.2,Solyc08g076497.1,+
922,Solyc06g083330.2,Solyc09g010680.3,+
923,Solyc06g083330.2,Solyc09g011640.4,+
924,Solyc06g083330.2,Solyc10g085860.1,+
925,Solyc07g006670.1,Solyc08g080100.3,+
926,Solyc07g006670.1,Solyc09g010680.3,+
927,Solyc07g055235.1,Solyc08g062370.3,+
928,Solyc07g055235.1,Solyc08g080100.3,+
929,Solyc07g055235.1,Solyc08g081700.1,+
930,Solyc07g055235.1,Solyc09g018630.3,+
931,Solyc07g055235.1,Solyc09g064742.1,+
932,Solyc07g055235.1,Solyc12g098910.2,+
933,Solyc08g062370.3,Solyc09g018630.3,+
934,Solyc08g062370.3,Solyc09g064742.1,+
935,Solyc08g062370.3,Solyc12g013570.2,+
936,Solyc08g075450.3,Solyc08g075470.3,+
937,Solyc08g075450.3,Solyc09g011640.4,+
938,Solyc08g075450.3,Solyc10g078600.2,+
939,Solyc08g075450.3,Solyc12g088880.2,+
940,Solyc08g075470.3,Solyc08g076493.1,+
941,Solyc08g075470.3,Solyc09g010680.3,+
942,Solyc08g075470.3,Solyc09g011640.4,+
943,Solyc08g075470.3,Solyc10g076500.2,+
944,Solyc08g075470.3,Solyc10g078600.2,+
945,Solyc08g075470.3,Solyc11g069040.3,+
946,Solyc08g075470.3,Solyc12g088880.2,+
947,Solyc08g076493.1,Solyc08g076497.1,+
948,Solyc08g076493.1,Solyc10g078600.2,+
949,Solyc08g076497.1,Solyc09g011640.4,+
950,Solyc08g076497.1,Solyc10g078600.2,+
951,Solyc08g076497.1,Solyc10g085860.1,+
952,Solyc08g076497.1,Solyc11g071450.2,+
953,Solyc08g076497.1,Solyc12g056460.2,+
954,Solyc08g076497.1,Solyc12g088400.1,+
955,Solyc08g080100.3,Solyc09g010680.3,+
956,Solyc08g080100.3,Solyc09g011640.4,+
957,Solyc08g080100.3,Solyc09g018630.3,+
958,Solyc08g081700.1,Solyc09g011640.4,+
959,Solyc08g081700.1,Solyc09g018630.3,+
960,Solyc08g081700.1,Solyc12g010710.1,+
961,Solyc08g081700.1,Solyc12g098910.2,+
962,Solyc09g010680.3,Solyc09g011640.4,+
963,Solyc09g010680.3,Solyc09g018630.3,+
964,Solyc09g010680.3,Solyc09g064742.1,+
965,Solyc09g010680.3,Solyc10g078600.2,+
966,Solyc09g010680.3,Solyc10g085860.1,+
967,Solyc09g010680.3,Solyc11g071450.2,+
968,Solyc09g010680.3,Solyc12g056460.2,+
969,Solyc09g010680.3,Solyc12g088880.2,+
970,Solyc09g011640.4,Solyc09g018630.3,+
971,Solyc09g011640.4,Solyc09g064742.1,+
972,Solyc09g011640.4,Solyc10g050510.1,+
973,Solyc09g011640.4,Solyc10g078600.2,+
974,Solyc09g011640.4,Solyc10g085860.1,+
975,Solyc09g011640.4,Solyc11g069040.3,+
976,Solyc09g011640.4,Solyc11g071450.2,+
977,Solyc09g011640.4,Solyc12g010710.1,+
978,Solyc09g011640.4,Solyc12g056460.2,+
979,Solyc09g011640.4,Solyc12g088880.2,+
980,Solyc09g011640.4,Solyc12g098910.2,+
981,Solyc09g018630.3,Solyc10g078600.2,+
982,Solyc09g018630.3,Solyc11g069040.3,+
983,Solyc09g018630.3,Solyc12g056460.2,+
984,Solyc09g018630.3,Solyc12g088880.2,+
985,Solyc09g018630.3,Solyc12g098910.2,+
986,Solyc09g064742.1,Solyc10g085860.1,+
987,Solyc09g064742.1,Solyc12g010710.1,+
988,Solyc09g064742.1,Solyc12g013570.2,+
989,Solyc09g064742.1,Solyc12g049360.2,+
990,Solyc09g064742.1,Solyc12g094390.1,+
991,Solyc09g064742.1,Solyc12g098910.2,+
992,Solyc10g050510.1,Solyc10g076500.2,+
993,Solyc10g050510.1,Solyc10g078600.2,+
994,Solyc10g076500.2,Solyc12g088400.1,+
995,Solyc10g078600.2,Solyc11g071450.2,+
996,Solyc10g078600.2,Solyc12g056460.2,+
997,Solyc10g078600.2,Solyc12g088880.2,+
998,Solyc10g085860.1,Solyc12g010710.1,+
999,Solyc10g085860.1,Solyc12g094390.1,+
1000,Solyc11g069040.3,Solyc11g071450.2,+
1001,Solyc11g069040.3,Solyc12g088880.2,+
1002,Solyc11g069040.3,Solyc12g098910.2,+
1003,Solyc11g071450.2,Solyc12g056460.2,+
1004,Solyc11g071450.2,Solyc12g088400.1,+
1005,Solyc11g071450.2,Solyc12g088880.2,+
1006,Solyc11g071450.2,Solyc12g098910.2,+
1007,Solyc12g010710.1,Solyc12g049360.2,+
1008,Solyc12g010710.1,Solyc12g094390.1,+
1009,Solyc12g010710.1,Solyc12g098910.2,+
1010,Solyc12g013570.2,Solyc12g049360.2,+
1011,Solyc12g013570.2,Solyc12g094390.1,+
1012,Solyc12g013570.2,Solyc12g098910.2,+
1013,Solyc12g049360.2,Solyc12g094390.1,+
1014,Solyc12g049360.2,Solyc12g098910.2,+
1015,Solyc12g056460.2,Solyc12g088880.2,+
1016,Solyc12g056460.2,Solyc12g098910.2,+
